"biosample1","fava","fava_norm"
"XBA-029",0.0281949208300539,0.0291412912421037
"XDA-029",0.0176902347955784,0.0183918147294524
"XEA-029",0.0207269451435529,0.0215644356418216
"XKA-029",0.024611893464981,0.0250531888728882
