filename,sample,group,round2plate,round1index,metadata
16S-A-C12-L4,AME0062-C12,eACE010-eAME286,A,4,B-mix+XFA-036
16S-A-D12-L4,AME0062-D12,eACE010-eAME287,A,4,B-mix+XCA-036
16S-A-E12-L4,AME0062-E12,eACE010-eAME288,A,4,B-mix+XSA-036
16S-A-F12-L4,AME0062-F12,eACE010-eAME289,A,4,B-mix+XJA-036
16S-A-G12-L4,AME0062-G12,eACE010-eAME290,A,4,B-mix+XGA-036
16S-A-H12-L4,AME0062-H12,eACE010-eAME291,A,4,B-mix+XLA-036
16S-A-A1-L5,AME0063-A01,eACE010-eAME292,A,5,XBB-029+XDA-036
16S-A-B1-L5,AME0063-B01,eACE010-eAME293,A,5,XBB-029+XEA-036
16S-A-C1-L5,AME0063-C01,eACE010-eAME294,A,5,XBB-029+XFA-036
16S-A-D1-L5,AME0063-D01,eACE010-eAME295,A,5,XBB-029+XTA-036
16S-A-E1-L5,AME0063-E01,eACE010-eAME296,A,5,XBB-029+XSA-036
16S-A-F1-L5,AME0063-F01,eACE010-eAME297,A,5,XBB-029+XVA-036
16S-A-G1-L5,AME0063-G01,eACE010-eAME298,A,5,XBB-029+XGA-036
16S-A-H1-L5,AME0063-H01,eACE010-eAME299,A,5,XBB-029+XLA-036
16S-A-A2-L5,AME0063-A02,eACE010-eAME300,A,5,XCB-029+XDA-036
16S-A-B2-L5,AME0063-B02,eACE010-eAME301,A,5,XCB-029+XEA-036
16S-A-C2-L5,AME0063-C02,eACE010-eAME302,A,5,XCB-029+XFA-036
16S-A-D2-L5,AME0063-D02,eACE010-eAME303,A,5,XCB-029+XTA-036
16S-A-E2-L5,AME0063-E02,eACE010-eAME304,A,5,XCB-029+XSA-036
16S-A-F2-L5,AME0063-F02,eACE010-eAME305,A,5,XCB-029+XJA-036
16S-A-G2-L5,AME0063-G02,eACE010-eAME306,A,5,XCB-029+XGA-036
16S-A-H2-L5,AME0063-H02,eACE010-eAME307,A,5,XCB-029+XLA-036
16S-A-A3-L5,AME0063-A03,eACE010-eAME308,A,5,XDB-029+XDA-036
16S-A-B3-L5,AME0063-B03,eACE010-eAME309,A,5,XDB-029+XEA-036
16S-A-C3-L5,AME0063-C03,eACE010-eAME310,A,5,XDB-029+XFA-036
16S-A-D3-L5,AME0063-D03,eACE010-eAME311,A,5,XDB-029+XCA-036
16S-A-E3-L5,AME0063-E03,eACE010-eAME312,A,5,XDB-029+XSA-036
16S-A-F3-L5,AME0063-F03,eACE010-eAME313,A,5,XDB-029+XJA-036
16S-A-G3-L5,AME0063-G03,eACE010-eAME314,A,5,XDB-029+XGA-036
16S-A-H3-L5,AME0063-H03,eACE010-eAME315,A,5,XDB-029+XLA-036
16S-A-A4-L5,AME0063-A04,eACE010-eAME316,A,5,XEB-029+XDA-036
16S-A-B4-L5,AME0063-B04,eACE010-eAME317,A,5,XEB-029+XEA-036
16S-A-C4-L5,AME0063-C04,eACE010-eAME318,A,5,XEB-029+XFA-036
16S-A-D4-L5,AME0063-D04,eACE010-eAME319,A,5,XEB-029+XCA-036
16S-A-E4-L5,AME0063-E04,eACE010-eAME320,A,5,XEB-029+XSA-036
16S-A-F4-L5,AME0063-F04,eACE010-eAME321,A,5,XEB-029+XJA-036
16S-A-G4-L5,AME0063-G04,eACE010-eAME322,A,5,XEB-029+XGA-036
16S-A-H4-L5,AME0063-H04,eACE010-eAME323,A,5,XEB-029+XLA-036
16S-A-A5-L5,AME0063-A05,eACE010-eAME324,A,5,XFB-029+XDA-036
16S-A-B5-L5,AME0063-B05,eACE010-eAME325,A,5,XFB-029+XEA-036
16S-A-C5-L5,AME0063-C05,eACE010-eAME326,A,5,XFB-029+XFA-036
16S-A-D5-L5,AME0063-D05,eACE010-eAME327,A,5,XFB-029+XCA-036
16S-A-E5-L5,AME0063-E05,eACE010-eAME328,A,5,XFB-029+XSA-036
16S-A-F5-L5,AME0063-F05,eACE010-eAME329,A,5,XFB-029+XJA-036
16S-A-G5-L5,AME0063-G05,eACE010-eAME330,A,5,XFB-029+XGA-036
16S-A-H5-L5,AME0063-H05,eACE010-eAME331,A,5,XFB-029+XLA-036
16S-A-A6-L5,AME0063-A06,eACE010-eAME332,A,5,XGB-029+XDA-036
16S-A-B6-L5,AME0063-B06,eACE010-eAME333,A,5,XGB-029+XEA-036
16S-A-C6-L5,AME0063-C06,eACE010-eAME334,A,5,XGB-029+XFA-036
16S-A-D6-L5,AME0063-D06,eACE010-eAME335,A,5,XGB-029+XCA-036
16S-A-E6-L5,AME0063-E06,eACE010-eAME336,A,5,XGB-029+XSA-036
16S-A-F6-L5,AME0063-F06,eACE010-eAME337,A,5,XGB-029+XJA-036
16S-A-G6-L5,AME0063-G06,eACE010-eAME338,A,5,XGB-029+XGA-036
16S-A-H6-L5,AME0063-H06,eACE010-eAME339,A,5,XGB-029+XLA-036
16S-A-A7-L5,AME0063-A07,eACE010-eAME340,A,5,XHB-029+XDA-036
16S-A-B7-L5,AME0063-B07,eACE010-eAME341,A,5,XHB-029+XEA-036
16S-A-C7-L5,AME0063-C07,eACE010-eAME342,A,5,XHB-029+XFA-036
16S-A-D7-L5,AME0063-D07,eACE010-eAME343,A,5,XHB-029+XCA-036
16S-A-E7-L5,AME0063-E07,eACE010-eAME344,A,5,XHB-029+XSA-036
16S-A-F7-L5,AME0063-F07,eACE010-eAME345,A,5,XHB-029+XJA-036
16S-A-G7-L5,AME0063-G07,eACE010-eAME346,A,5,XHB-029+XGA-036
16S-A-H7-L5,AME0063-H07,eACE010-eAME347,A,5,XHB-029+XLA-036
16S-A-A8-L5,AME0063-A08,eACE010-eAME348,A,5,XIB-029+XDA-036
16S-A-B8-L5,AME0063-B08,eACE010-eAME349,A,5,XIB-029+XEA-036
16S-A-C8-L5,AME0063-C08,eACE010-eAME350,A,5,XIB-029+XFA-036
16S-A-D8-L5,AME0063-D08,eACE010-eAME351,A,5,XIB-029+XCA-036
16S-A-E8-L5,AME0063-E08,eACE010-eAME352,A,5,XIB-029+XSA-036
16S-A-F8-L5,AME0063-F08,eACE010-eAME353,A,5,XIB-029+XJA-036
16S-A-G8-L5,AME0063-G08,eACE010-eAME354,A,5,XIB-029+XGA-036
16S-A-H8-L5,AME0063-H08,eACE010-eAME355,A,5,XIB-029+XLA-036
16S-A-A9-L5,AME0063-A09,eACE010-eAME356,A,5,XJB-029+XDA-036
16S-A-B9-L5,AME0063-B09,eACE010-eAME357,A,5,XJB-029+XEA-036
16S-A-C9-L5,AME0063-C09,eACE010-eAME358,A,5,XJB-029+XFA-036
16S-A-D9-L5,AME0063-D09,eACE010-eAME359,A,5,XJB-029+XCA-036
16S-A-E9-L5,AME0063-E09,eACE010-eAME360,A,5,XJB-029+XSA-036
16S-A-F9-L5,AME0063-F09,eACE010-eAME361,A,5,XJB-029+XJA-036
16S-A-G9-L5,AME0063-G09,eACE010-eAME362,A,5,XJB-029+XGA-036
16S-A-H9-L5,AME0063-H09,eACE010-eAME363,A,5,XJB-029+XLA-036
16S-A-A10-L5,AME0063-A10,eACE010-eAME364,A,5,XKB-029+XDA-036
16S-A-B10-L5,AME0063-B10,eACE010-eAME365,A,5,XKB-029+XEA-036
16S-A-C10-L5,AME0063-C10,eACE010-eAME366,A,5,XKB-029+XFA-036
16S-A-D10-L5,AME0063-D10,eACE010-eAME367,A,5,XKB-029+XCA-036
16S-A-E10-L5,AME0063-E10,eACE010-eAME368,A,5,XKB-029+XSA-036
16S-A-F10-L5,AME0063-F10,eACE010-eAME369,A,5,XKB-029+XJA-036
16S-A-G10-L5,AME0063-G10,eACE010-eAME370,A,5,XKB-029+XGA-036
16S-A-H10-L5,AME0063-H10,eACE010-eAME371,A,5,XKB-029+XLA-036
16S-A-A11-L5,AME0063-A11,eACE010-eAME372,A,5,blank+XDA-036
16S-A-B11-L5,AME0063-B11,eACE010-eAME373,A,5,blank+XEA-036
16S-A-C11-L5,AME0063-C11,eACE010-eAME374,A,5,blank+XFA-036
16S-A-D11-L5,AME0063-D11,eACE010-eAME375,A,5,blank+XCA-036
16S-A-E11-L5,AME0063-E11,eACE010-eAME376,A,5,blank+XSA-036
16S-A-F11-L5,AME0063-F11,eACE010-eAME377,A,5,blank+XJA-036
16S-A-G11-L5,AME0063-G11,eACE010-eAME378,A,5,blank+XGA-036
16S-A-H11-L5,AME0063-H11,eACE010-eAME379,A,5,blank+XLA-036
16S-A-A12-L5,AME0063-A12,eACE010-eAME380,A,5,B-mix+XDA-036
16S-A-B12-L5,AME0063-B12,eACE010-eAME381,A,5,B-mix+XEA-036
16S-A-C12-L5,AME0063-C12,eACE010-eAME382,A,5,B-mix+XFA-036
16S-A-D12-L5,AME0063-D12,eACE010-eAME383,A,5,B-mix+XCA-036
16S-A-E12-L5,AME0063-E12,eACE010-eAME384,A,5,B-mix+XSA-036
16S-A-F12-L5,AME0063-F12,eACE010-eAME385,A,5,B-mix+XJA-036
16S-A-G12-L5,AME0063-G12,eACE010-eAME386,A,5,B-mix+XGA-036
16S-A-H12-L5,AME0063-H12,eACE010-eAME387,A,5,B-mix+XLA-036
16S-A-A1-L6,AME0064-A01,eACE010-eAME388,A,6,XBB-029+XDA-064
16S-A-B1-L6,AME0064-B01,eACE010-eAME389,A,6,XBB-029+XEA-064
16S-A-C1-L6,AME0064-C01,eACE010-eAME390,A,6,XBB-029+XFA-064
16S-A-D1-L6,AME0064-D01,eACE010-eAME391,A,6,XBB-029+XTA-064
16S-A-E1-L6,AME0064-E01,eACE010-eAME392,A,6,XBB-029+XSA-064
16S-A-F1-L6,AME0064-F01,eACE010-eAME393,A,6,XBB-029+XVA-064
16S-A-G1-L6,AME0064-G01,eACE010-eAME394,A,6,XBB-029+XGA-064
16S-A-H1-L6,AME0064-H01,eACE010-eAME395,A,6,XBB-029+XLA-064
16S-A-A2-L6,AME0064-A02,eACE010-eAME396,A,6,XCB-029+XDA-064
16S-A-B2-L6,AME0064-B02,eACE010-eAME397,A,6,XCB-029+XEA-064
16S-A-C2-L6,AME0064-C02,eACE010-eAME398,A,6,XCB-029+XFA-064
16S-A-D2-L6,AME0064-D02,eACE010-eAME399,A,6,XCB-029+XTA-064
16S-A-E2-L6,AME0064-E02,eACE010-eAME400,A,6,XCB-029+XSA-064
16S-A-F2-L6,AME0064-F02,eACE010-eAME401,A,6,XCB-029+XJA-064
16S-A-G2-L6,AME0064-G02,eACE010-eAME402,A,6,XCB-029+XGA-064
16S-A-H2-L6,AME0064-H02,eACE010-eAME403,A,6,XCB-029+XLA-064
16S-A-A3-L6,AME0064-A03,eACE010-eAME404,A,6,XDB-029+XDA-064
16S-A-B3-L6,AME0064-B03,eACE010-eAME405,A,6,XDB-029+XEA-064
16S-A-C3-L6,AME0064-C03,eACE010-eAME406,A,6,XDB-029+XFA-064
16S-A-D3-L6,AME0064-D03,eACE010-eAME407,A,6,XDB-029+XCA-064
16S-A-E3-L6,AME0064-E03,eACE010-eAME408,A,6,XDB-029+XSA-064
16S-A-F3-L6,AME0064-F03,eACE010-eAME409,A,6,XDB-029+XJA-064
16S-A-G3-L6,AME0064-G03,eACE010-eAME410,A,6,XDB-029+XGA-064
16S-A-H3-L6,AME0064-H03,eACE010-eAME411,A,6,XDB-029+XLA-064
16S-A-A4-L6,AME0064-A04,eACE010-eAME412,A,6,XEB-029+XDA-064
16S-A-B4-L6,AME0064-B04,eACE010-eAME413,A,6,XEB-029+XEA-064
16S-A-C4-L6,AME0064-C04,eACE010-eAME414,A,6,XEB-029+XFA-064
16S-A-D4-L6,AME0064-D04,eACE010-eAME415,A,6,XEB-029+XCA-064
16S-A-E4-L6,AME0064-E04,eACE010-eAME416,A,6,XEB-029+XSA-064
16S-A-F4-L6,AME0064-F04,eACE010-eAME417,A,6,XEB-029+XJA-064
16S-A-G4-L6,AME0064-G04,eACE010-eAME418,A,6,XEB-029+XGA-064
16S-A-H4-L6,AME0064-H04,eACE010-eAME419,A,6,XEB-029+XLA-064
16S-A-A5-L6,AME0064-A05,eACE010-eAME420,A,6,XFB-029+XDA-064
16S-A-B5-L6,AME0064-B05,eACE010-eAME421,A,6,XFB-029+XEA-064
16S-A-C5-L6,AME0064-C05,eACE010-eAME422,A,6,XFB-029+XFA-064
16S-A-D5-L6,AME0064-D05,eACE010-eAME423,A,6,XFB-029+XCA-064
16S-A-E5-L6,AME0064-E05,eACE010-eAME424,A,6,XFB-029+XSA-064
16S-A-F5-L6,AME0064-F05,eACE010-eAME425,A,6,XFB-029+XJA-064
16S-A-G5-L6,AME0064-G05,eACE010-eAME426,A,6,XFB-029+XGA-064
16S-A-H5-L6,AME0064-H05,eACE010-eAME427,A,6,XFB-029+XLA-064
16S-A-A6-L6,AME0064-A06,eACE010-eAME428,A,6,XGB-029+XDA-064
16S-A-B6-L6,AME0064-B06,eACE010-eAME429,A,6,XGB-029+XEA-064
16S-A-C6-L6,AME0064-C06,eACE010-eAME430,A,6,XGB-029+XFA-064
16S-A-D6-L6,AME0064-D06,eACE010-eAME431,A,6,XGB-029+XCA-064
16S-A-E6-L6,AME0064-E06,eACE010-eAME432,A,6,XGB-029+XSA-064
16S-A-F6-L6,AME0064-F06,eACE010-eAME433,A,6,XGB-029+XJA-064
16S-A-G6-L6,AME0064-G06,eACE010-eAME434,A,6,XGB-029+XGA-064
16S-A-H6-L6,AME0064-H06,eACE010-eAME435,A,6,XGB-029+XLA-064
16S-A-A7-L6,AME0064-A07,eACE010-eAME436,A,6,XHB-029+XDA-064
16S-A-B7-L6,AME0064-B07,eACE010-eAME437,A,6,XHB-029+XEA-064
16S-A-C7-L6,AME0064-C07,eACE010-eAME438,A,6,XHB-029+XFA-064
16S-A-D7-L6,AME0064-D07,eACE010-eAME439,A,6,XHB-029+XCA-064
16S-A-E7-L6,AME0064-E07,eACE010-eAME440,A,6,XHB-029+XSA-064
16S-A-F7-L6,AME0064-F07,eACE010-eAME441,A,6,XHB-029+XJA-064
16S-A-G7-L6,AME0064-G07,eACE010-eAME442,A,6,XHB-029+XGA-064
16S-A-H7-L6,AME0064-H07,eACE010-eAME443,A,6,XHB-029+XLA-064
16S-A-A8-L6,AME0064-A08,eACE010-eAME444,A,6,XIB-029+XDA-064
16S-A-B8-L6,AME0064-B08,eACE010-eAME445,A,6,XIB-029+XEA-064
16S-A-C8-L6,AME0064-C08,eACE010-eAME446,A,6,XIB-029+XFA-064
16S-A-D8-L6,AME0064-D08,eACE010-eAME447,A,6,XIB-029+XCA-064
16S-A-E8-L6,AME0064-E08,eACE010-eAME448,A,6,XIB-029+XSA-064
16S-A-F8-L6,AME0064-F08,eACE010-eAME449,A,6,XIB-029+XJA-064
16S-A-G8-L6,AME0064-G08,eACE010-eAME450,A,6,XIB-029+XGA-064
16S-A-H8-L6,AME0064-H08,eACE010-eAME451,A,6,XIB-029+XLA-064
16S-A-A9-L6,AME0064-A09,eACE010-eAME452,A,6,XJB-029+XDA-064
16S-A-B9-L6,AME0064-B09,eACE010-eAME453,A,6,XJB-029+XEA-064
16S-A-C9-L6,AME0064-C09,eACE010-eAME454,A,6,XJB-029+XFA-064
16S-A-D9-L6,AME0064-D09,eACE010-eAME455,A,6,XJB-029+XCA-064
16S-A-E9-L6,AME0064-E09,eACE010-eAME456,A,6,XJB-029+XSA-064
16S-A-F9-L6,AME0064-F09,eACE010-eAME457,A,6,XJB-029+XJA-064
16S-A-G9-L6,AME0064-G09,eACE010-eAME458,A,6,XJB-029+XGA-064
16S-A-H9-L6,AME0064-H09,eACE010-eAME459,A,6,XJB-029+XLA-064
16S-A-A10-L6,AME0064-A10,eACE010-eAME460,A,6,XKB-029+XDA-064
16S-A-B10-L6,AME0064-B10,eACE010-eAME461,A,6,XKB-029+XEA-064
16S-A-C10-L6,AME0064-C10,eACE010-eAME462,A,6,XKB-029+XFA-064
16S-A-D10-L6,AME0064-D10,eACE010-eAME463,A,6,XKB-029+XCA-064
16S-A-E10-L6,AME0064-E10,eACE010-eAME464,A,6,XKB-029+XSA-064
16S-A-F10-L6,AME0064-F10,eACE010-eAME465,A,6,XKB-029+XJA-064
16S-A-G10-L6,AME0064-G10,eACE010-eAME466,A,6,XKB-029+XGA-064
16S-A-H10-L6,AME0064-H10,eACE010-eAME467,A,6,XKB-029+XLA-064
16S-A-A11-L6,AME0064-A11,eACE010-eAME468,A,6,blank+XDA-064
16S-A-B11-L6,AME0064-B11,eACE010-eAME469,A,6,blank+XEA-064
16S-A-C11-L6,AME0064-C11,eACE010-eAME470,A,6,blank+XFA-064
16S-A-D11-L6,AME0064-D11,eACE010-eAME471,A,6,blank+XCA-064
16S-A-E11-L6,AME0064-E11,eACE010-eAME472,A,6,blank+XSA-064
16S-A-F11-L6,AME0064-F11,eACE010-eAME473,A,6,blank+XJA-064
16S-A-G11-L6,AME0064-G11,eACE010-eAME474,A,6,blank+XGA-064
16S-A-H11-L6,AME0064-H11,eACE010-eAME475,A,6,blank+XLA-064
16S-A-A12-L6,AME0064-A12,eACE010-eAME476,A,6,B-mix+XDA-064
16S-A-B12-L6,AME0064-B12,eACE010-eAME477,A,6,B-mix+XEA-064
16S-A-C12-L6,AME0064-C12,eACE010-eAME478,A,6,B-mix+XFA-064
16S-A-D12-L6,AME0064-D12,eACE010-eAME479,A,6,B-mix+XCA-064
16S-A-E12-L6,AME0064-E12,eACE010-eAME480,A,6,B-mix+XSA-064
16S-A-F12-L6,AME0064-F12,eACE010-eAME481,A,6,B-mix+XJA-064
16S-A-G12-L6,AME0064-G12,eACE010-eAME482,A,6,B-mix+XGA-064
16S-A-H12-L6,AME0064-H12,eACE010-eAME483,A,6,B-mix+XLA-064
16S-A-A1-L7,AME0065-A01,eACE010-eAME484,A,7,XBB-029+XDA-064
16S-A-B1-L7,AME0065-B01,eACE010-eAME485,A,7,XBB-029+XEA-064
16S-A-C1-L7,AME0065-C01,eACE010-eAME486,A,7,XBB-029+XFA-064
16S-A-D1-L7,AME0065-D01,eACE010-eAME487,A,7,XBB-029+XTA-064
16S-A-E1-L7,AME0065-E01,eACE010-eAME488,A,7,XBB-029+XSA-064
16S-A-F1-L7,AME0065-F01,eACE010-eAME489,A,7,XBB-029+XVA-064
16S-A-G1-L7,AME0065-G01,eACE010-eAME490,A,7,XBB-029+XGA-064
16S-A-H1-L7,AME0065-H01,eACE010-eAME491,A,7,XBB-029+XLA-064
16S-A-A2-L7,AME0065-A02,eACE010-eAME492,A,7,XCB-029+XDA-064
16S-A-B2-L7,AME0065-B02,eACE010-eAME493,A,7,XCB-029+XEA-064
16S-A-C2-L7,AME0065-C02,eACE010-eAME494,A,7,XCB-029+XFA-064
16S-A-D2-L7,AME0065-D02,eACE010-eAME495,A,7,XCB-029+XTA-064
16S-A-E2-L7,AME0065-E02,eACE010-eAME496,A,7,XCB-029+XSA-064
16S-A-F2-L7,AME0065-F02,eACE010-eAME497,A,7,XCB-029+XJA-064
16S-A-G2-L7,AME0065-G02,eACE010-eAME498,A,7,XCB-029+XGA-064
16S-A-H2-L7,AME0065-H02,eACE010-eAME499,A,7,XCB-029+XLA-064
16S-A-A3-L7,AME0065-A03,eACE010-eAME500,A,7,XDB-029+XDA-064
16S-A-B3-L7,AME0065-B03,eACE010-eAME501,A,7,XDB-029+XEA-064
16S-A-C3-L7,AME0065-C03,eACE010-eAME502,A,7,XDB-029+XFA-064
16S-A-D3-L7,AME0065-D03,eACE010-eAME503,A,7,XDB-029+XCA-064
16S-A-E3-L7,AME0065-E03,eACE010-eAME504,A,7,XDB-029+XSA-064
16S-A-F3-L7,AME0065-F03,eACE010-eAME505,A,7,XDB-029+XJA-064
16S-A-G3-L7,AME0065-G03,eACE010-eAME506,A,7,XDB-029+XGA-064
16S-A-H3-L7,AME0065-H03,eACE010-eAME507,A,7,XDB-029+XLA-064
16S-A-A4-L7,AME0065-A04,eACE010-eAME508,A,7,XEB-029+XDA-064
16S-A-B4-L7,AME0065-B04,eACE010-eAME509,A,7,XEB-029+XEA-064
16S-A-C4-L7,AME0065-C04,eACE010-eAME510,A,7,XEB-029+XFA-064
16S-A-D4-L7,AME0065-D04,eACE010-eAME511,A,7,XEB-029+XCA-064
16S-A-E4-L7,AME0065-E04,eACE010-eAME512,A,7,XEB-029+XSA-064
16S-A-F4-L7,AME0065-F04,eACE010-eAME513,A,7,XEB-029+XJA-064
16S-A-G4-L7,AME0065-G04,eACE010-eAME514,A,7,XEB-029+XGA-064
16S-A-H4-L7,AME0065-H04,eACE010-eAME515,A,7,XEB-029+XLA-064
16S-A-A5-L7,AME0065-A05,eACE010-eAME516,A,7,XFB-029+XDA-064
16S-A-B5-L7,AME0065-B05,eACE010-eAME517,A,7,XFB-029+XEA-064
16S-A-C5-L7,AME0065-C05,eACE010-eAME518,A,7,XFB-029+XFA-064
16S-A-D5-L7,AME0065-D05,eACE010-eAME519,A,7,XFB-029+XCA-064
16S-A-E5-L7,AME0065-E05,eACE010-eAME520,A,7,XFB-029+XSA-064
16S-A-F5-L7,AME0065-F05,eACE010-eAME521,A,7,XFB-029+XJA-064
16S-A-G5-L7,AME0065-G05,eACE010-eAME522,A,7,XFB-029+XGA-064
16S-A-H5-L7,AME0065-H05,eACE010-eAME523,A,7,XFB-029+XLA-064
16S-A-A6-L7,AME0065-A06,eACE010-eAME524,A,7,XGB-029+XDA-064
16S-A-B6-L7,AME0065-B06,eACE010-eAME525,A,7,XGB-029+XEA-064
16S-A-C6-L7,AME0065-C06,eACE010-eAME526,A,7,XGB-029+XFA-064
16S-A-D6-L7,AME0065-D06,eACE010-eAME527,A,7,XGB-029+XCA-064
16S-A-E6-L7,AME0065-E06,eACE010-eAME528,A,7,XGB-029+XSA-064
16S-A-F6-L7,AME0065-F06,eACE010-eAME529,A,7,XGB-029+XJA-064
16S-A-G6-L7,AME0065-G06,eACE010-eAME530,A,7,XGB-029+XGA-064
16S-A-H6-L7,AME0065-H06,eACE010-eAME531,A,7,XGB-029+XLA-064
16S-A-A7-L7,AME0065-A07,eACE010-eAME532,A,7,XHB-029+XDA-064
16S-A-B7-L7,AME0065-B07,eACE010-eAME533,A,7,XHB-029+XEA-064
16S-A-C7-L7,AME0065-C07,eACE010-eAME534,A,7,XHB-029+XFA-064
16S-A-D7-L7,AME0065-D07,eACE010-eAME535,A,7,XHB-029+XCA-064
16S-A-E7-L7,AME0065-E07,eACE010-eAME536,A,7,XHB-029+XSA-064
16S-A-F7-L7,AME0065-F07,eACE010-eAME537,A,7,XHB-029+XJA-064
16S-A-G7-L7,AME0065-G07,eACE010-eAME538,A,7,XHB-029+XGA-064
16S-A-H7-L7,AME0065-H07,eACE010-eAME539,A,7,XHB-029+XLA-064
16S-A-A8-L7,AME0065-A08,eACE010-eAME540,A,7,XIB-029+XDA-064
16S-A-B8-L7,AME0065-B08,eACE010-eAME541,A,7,XIB-029+XEA-064
16S-A-C8-L7,AME0065-C08,eACE010-eAME542,A,7,XIB-029+XFA-064
16S-A-D8-L7,AME0065-D08,eACE010-eAME543,A,7,XIB-029+XCA-064
16S-A-E8-L7,AME0065-E08,eACE010-eAME544,A,7,XIB-029+XSA-064
16S-A-F8-L7,AME0065-F08,eACE010-eAME545,A,7,XIB-029+XJA-064
16S-A-G8-L7,AME0065-G08,eACE010-eAME546,A,7,XIB-029+XGA-064
16S-A-H8-L7,AME0065-H08,eACE010-eAME547,A,7,XIB-029+XLA-064
16S-A-A9-L7,AME0065-A09,eACE010-eAME548,A,7,XJB-029+XDA-064
16S-A-B9-L7,AME0065-B09,eACE010-eAME549,A,7,XJB-029+XEA-064
16S-A-C9-L7,AME0065-C09,eACE010-eAME550,A,7,XJB-029+XFA-064
16S-A-D9-L7,AME0065-D09,eACE010-eAME551,A,7,XJB-029+XCA-064
16S-A-E9-L7,AME0065-E09,eACE010-eAME552,A,7,XJB-029+XSA-064
16S-A-F9-L7,AME0065-F09,eACE010-eAME553,A,7,XJB-029+XJA-064
16S-A-G9-L7,AME0065-G09,eACE010-eAME554,A,7,XJB-029+XGA-064
16S-A-H9-L7,AME0065-H09,eACE010-eAME555,A,7,XJB-029+XLA-064
16S-A-A10-L7,AME0065-A10,eACE010-eAME556,A,7,XKB-029+XDA-064
16S-A-B10-L7,AME0065-B10,eACE010-eAME557,A,7,XKB-029+XEA-064
16S-A-C10-L7,AME0065-C10,eACE010-eAME558,A,7,XKB-029+XFA-064
16S-A-D10-L7,AME0065-D10,eACE010-eAME559,A,7,XKB-029+XCA-064
16S-A-E10-L7,AME0065-E10,eACE010-eAME560,A,7,XKB-029+XSA-064
16S-A-F10-L7,AME0065-F10,eACE010-eAME561,A,7,XKB-029+XJA-064
16S-A-G10-L7,AME0065-G10,eACE010-eAME562,A,7,XKB-029+XGA-064
16S-A-H10-L7,AME0065-H10,eACE010-eAME563,A,7,XKB-029+XLA-064
16S-A-A11-L7,AME0065-A11,eACE010-eAME564,A,7,blank+XDA-064
16S-A-B11-L7,AME0065-B11,eACE010-eAME565,A,7,blank+XEA-064
16S-A-C11-L7,AME0065-C11,eACE010-eAME566,A,7,blank+XFA-064
16S-A-D11-L7,AME0065-D11,eACE010-eAME567,A,7,blank+XCA-064
16S-A-E11-L7,AME0065-E11,eACE010-eAME568,A,7,blank+XSA-064
16S-A-F11-L7,AME0065-F11,eACE010-eAME569,A,7,blank+XJA-064
16S-A-G11-L7,AME0065-G11,eACE010-eAME570,A,7,blank+XGA-064
16S-A-H11-L7,AME0065-H11,eACE010-eAME571,A,7,blank+XLA-064
16S-A-A12-L7,AME0065-A12,eACE010-eAME572,A,7,B-mix+XDA-064
16S-A-B12-L7,AME0065-B12,eACE010-eAME573,A,7,B-mix+XEA-064
16S-A-C12-L7,AME0065-C12,eACE010-eAME574,A,7,B-mix+XFA-064
16S-A-D12-L7,AME0065-D12,eACE010-eAME575,A,7,B-mix+XCA-064
16S-A-E12-L7,AME0065-E12,eACE010-eAME576,A,7,B-mix+XSA-064
16S-A-F12-L7,AME0065-F12,eACE010-eAME577,A,7,B-mix+XJA-064
16S-A-G12-L7,AME0065-G12,eACE010-eAME578,A,7,B-mix+XGA-064
16S-A-H12-L7,AME0065-H12,eACE010-eAME579,A,7,B-mix+XLA-064
16S-B-A1-L0,ACE0043-A01-pooled,eACE010-eAME004,B,0,XAA-002
16S-B-B1-L0,ACE0043-B01-pooled,eACE010-eAME004,B,0,XAA-029
16S-B-C1-L0,ACE0043-C01-pooled,eACE010-eAME004,B,0,XAA-036
16S-B-D1-L0,ACE0043-D01-pooled,eACE010-eAME004,B,0,XAA-064
16S-B-E1-L0,ACE0043-E01-pooled,eACE010-eAME004,B,0,XAC-002
16S-B-F1-L0,ACE0043-F01-pooled,eACE010-eAME004,B,0,XAC-029
16S-B-G1-L0,ACE0043-G01-pooled,eACE010-eAME004,B,0,XAC-036
16S-B-H1-L0,ACE0043-H01-pooled,eACE010-eAME004,B,0,XAC-064
16S-B-A2-L0,ACE0043-A02-pooled,eACE010-eAME004,B,0,XAD-002
16S-B-B2-L0,ACE0043-B02-pooled,eACE010-eAME004,B,0,XAD-029
16S-B-C2-L0,ACE0043-C02-pooled,eACE010-eAME004,B,0,XAD-036
16S-B-D2-L0,ACE0043-D02-pooled,eACE010-eAME004,B,0,XAD-063
16S-B-E2-L0,ACE0043-E02-pooled,eACE010-eAME004,B,0,XBA-022
16S-B-F2-L0,ACE0043-F02-pooled,eACE010-eAME004,B,0,XBA-029
16S-B-G2-L0,ACE0043-G02-pooled,eACE010-eAME004,B,0,XBA-036
16S-B-H2-L0,ACE0043-H02-pooled,eACE010-eAME004,B,0,XBA-064
16S-B-A3-L0,ACE0043-A03-pooled,eACE010-eAME004,B,0,XBB-022
16S-B-B3-L0,ACE0043-B03-pooled,eACE010-eAME004,B,0,XBB-029
16S-B-C3-L0,ACE0043-C03-pooled,eACE010-eAME004,B,0,XBB-036
