filename,sample,group,round2plate,round1index,metadata
16S-B-D3-L0,ACE0043-D03-pooled,eACE010-eAME004,B,0,XBB-064
16S-B-E3-L0,ACE0043-E03-pooled,eACE010-eAME004,B,0,XCA-001
16S-B-F3-L0,ACE0043-F03-pooled,eACE010-eAME004,B,0,XCA-028
16S-B-G3-L0,ACE0043-G03-pooled,eACE010-eAME004,B,0,XCA-036
16S-B-H3-L0,ACE0043-H03-pooled,eACE010-eAME004,B,0,XCA-064
16S-B-A4-L0,ACE0043-A04-pooled,eACE010-eAME004,B,0,XCB-001
16S-B-B4-L0,ACE0043-B04-pooled,eACE010-eAME004,B,0,XCB-029
16S-B-C4-L0,ACE0043-C04-pooled,eACE010-eAME004,B,0,XCB-036
16S-B-D4-L0,ACE0043-D04-pooled,eACE010-eAME004,B,0,XCB-064
16S-B-E4-L0,ACE0043-E04-pooled,eACE010-eAME004,B,0,XDA-001
16S-B-F4-L0,ACE0043-F04-pooled,eACE010-eAME004,B,0,XDA-029
16S-B-G4-L0,ACE0043-G04-pooled,eACE010-eAME004,B,0,XDA-036
16S-B-H4-L0,ACE0043-H04-pooled,eACE010-eAME004,B,0,XDA-064
16S-B-A5-L0,ACE0043-A05-pooled,eACE010-eAME004,B,0,XDB-001
16S-B-B5-L0,ACE0043-B05-pooled,eACE010-eAME004,B,0,XDB-029
16S-B-C5-L0,ACE0043-C05-pooled,eACE010-eAME004,B,0,XDB-036
16S-B-D5-L0,ACE0043-D05-pooled,eACE010-eAME004,B,0,XDB-064
16S-B-E5-L0,ACE0043-E05-pooled,eACE010-eAME004,B,0,XEA-001
16S-B-F5-L0,ACE0043-F05-pooled,eACE010-eAME004,B,0,XEA-029
16S-B-G5-L0,ACE0043-G05-pooled,eACE010-eAME004,B,0,XEA-036
16S-B-H5-L0,ACE0043-H05-pooled,eACE010-eAME004,B,0,XEA-064
16S-B-A6-L0,ACE0043-A06-pooled,eACE010-eAME004,B,0,XEB-001
16S-B-B6-L0,ACE0043-B06-pooled,eACE010-eAME004,B,0,XEB-029
16S-B-C6-L0,ACE0043-C06-pooled,eACE010-eAME004,B,0,XEB-036
16S-B-D6-L0,ACE0043-D06-pooled,eACE010-eAME004,B,0,XEB-064
16S-B-E6-L0,ACE0043-E06-pooled,eACE010-eAME004,B,0,XFA-001
16S-B-F6-L0,ACE0043-F06-pooled,eACE010-eAME004,B,0,XFA-029
16S-B-G6-L0,ACE0043-G06-pooled,eACE010-eAME004,B,0,XFA-036
16S-B-H6-L0,ACE0043-H06-pooled,eACE010-eAME004,B,0,XFA-064
16S-B-A7-L0,ACE0043-A07-pooled,eACE010-eAME004,B,0,XFB-001
16S-B-B7-L0,ACE0043-B07-pooled,eACE010-eAME004,B,0,XFB-029
16S-B-C7-L0,ACE0043-C07-pooled,eACE010-eAME004,B,0,XFB-036
16S-B-D7-L0,ACE0043-D07-pooled,eACE010-eAME004,B,0,XFB-064
16S-B-E7-L0,ACE0043-E07-pooled,eACE010-eAME004,B,0,XGA-001
16S-B-F7-L0,ACE0043-F07-pooled,eACE010-eAME004,B,0,XGA-029
16S-B-G7-L0,ACE0043-G07-pooled,eACE010-eAME004,B,0,XGA-036
16S-B-H7-L0,ACE0043-H07-pooled,eACE010-eAME004,B,0,XGA-064
16S-B-A8-L0,ACE0043-A08-pooled,eACE010-eAME004,B,0,XGB-001
16S-B-B8-L0,ACE0043-B08-pooled,eACE010-eAME004,B,0,XGB-029
16S-B-C8-L0,ACE0043-C08-pooled,eACE010-eAME004,B,0,XGB-036
16S-B-D8-L0,ACE0043-D08-pooled,eACE010-eAME004,B,0,XGB-064
16S-B-E8-L0,ACE0043-E08-pooled,eACE010-eAME004,B,0,XGC-001
16S-B-F8-L0,ACE0043-F08-pooled,eACE010-eAME004,B,0,XGC-029
16S-B-G8-L0,ACE0043-G08-pooled,eACE010-eAME004,B,0,XGC-037
16S-B-H8-L0,ACE0043-H08-pooled,eACE010-eAME004,B,0,XGC-064
16S-B-A9-L0,ACE0043-A09-pooled,eACE010-eAME004,B,0,XHA-003
16S-B-B9-L0,ACE0043-B09-pooled,eACE010-eAME004,B,0,XHA-029
16S-B-C9-L0,ACE0043-C09-pooled,eACE010-eAME004,B,0,XHA-036
16S-B-D9-L0,ACE0043-D09-pooled,eACE010-eAME004,B,0,XHA-064
16S-B-E9-L0,ACE0043-E09-pooled,eACE010-eAME004,B,0,XHB-001
16S-B-F9-L0,ACE0043-F09-pooled,eACE010-eAME004,B,0,XHB-029
16S-B-G9-L0,ACE0043-G09-pooled,eACE010-eAME004,B,0,XHB-036
16S-B-H9-L0,ACE0043-H09-pooled,eACE010-eAME004,B,0,XHB-064
16S-B-A10-L0,ACE0043-A10-pooled,eACE010-eAME004,B,0,XHC-001
16S-B-B10-L0,ACE0043-B10-pooled,eACE010-eAME004,B,0,XHC-029
16S-B-C10-L0,ACE0043-C10-pooled,eACE010-eAME004,B,0,XHC-036
16S-B-D10-L0,ACE0043-D10-pooled,eACE010-eAME004,B,0,XHC-064
16S-B-E10-L0,ACE0043-E10-pooled,eACE010-eAME004,B,0,XIA-002
16S-B-F10-L0,ACE0043-F10-pooled,eACE010-eAME004,B,0,XIA-029
16S-B-G10-L0,ACE0043-G10-pooled,eACE010-eAME004,B,0,XIA-036
16S-B-H10-L0,ACE0043-H10-pooled,eACE010-eAME004,B,0,XIA-064
16S-B-A11-L0,ACE0043-A11-pooled,eACE010-eAME004,B,0,XIB-002
16S-B-B11-L0,ACE0043-B11-pooled,eACE010-eAME004,B,0,XIB-029
16S-B-C11-L0,ACE0043-C11-pooled,eACE010-eAME004,B,0,XIB-036
16S-B-D11-L0,ACE0043-D11-pooled,eACE010-eAME004,B,0,XIB-064
16S-B-E11-L0,ACE0043-E11-pooled,eACE010-eAME004,B,0,XIC-008
16S-B-F11-L0,ACE0043-F11-pooled,eACE010-eAME004,B,0,XIC-029
16S-B-G11-L0,ACE0043-G11-pooled,eACE010-eAME004,B,0,XIC-036
16S-B-H11-L0,ACE0043-H11-pooled,eACE010-eAME004,B,0,XIC-064
16S-B-A12-L0,ACE0043-A12-pooled,eACE010-eAME004,B,0,XJA-001
16S-B-B12-L0,ACE0043-B12-pooled,eACE010-eAME004,B,0,XJA-029
16S-B-C12-L0,ACE0043-C12-pooled,eACE010-eAME004,B,0,XJA-036
16S-B-D12-L0,ACE0043-D12-pooled,eACE010-eAME004,B,0,XJA-064
16S-B-E12-L0,ACE0043-E12-pooled,eACE010-eAME004,B,0,XJB-001
16S-B-F12-L0,ACE0043-F12-pooled,eACE010-eAME004,B,0,XJB-029
16S-B-G12-L0,ACE0043-G12-pooled,eACE010-eAME004,B,0,XJB-036
16S-B-H12-L0,ACE0043-H12-pooled,eACE010-eAME004,B,0,XJB-064
16S-B-A1-L1,ACE0049-A01-pooled,eACE010-eAME004,B,1,XKA-001
16S-B-B1-L1,ACE0049-B01-pooled,eACE010-eAME004,B,1,XKA-029
16S-B-C1-L1,ACE0049-C01-pooled,eACE010-eAME004,B,1,XKA-036
16S-B-D1-L1,ACE0049-D01-pooled,eACE010-eAME004,B,1,XKA-064
16S-B-E1-L1,ACE0049-E01-pooled,eACE010-eAME004,B,1,XKB-001
16S-B-F1-L1,ACE0049-F01-pooled,eACE010-eAME004,B,1,XKB-029
16S-B-G1-L1,ACE0049-G01-pooled,eACE010-eAME004,B,1,XKB-036
16S-B-H1-L1,ACE0049-H01-pooled,eACE010-eAME004,B,1,XKB-064
16S-B-A2-L1,ACE0049-A02-pooled,eACE010-eAME004,B,1,XLA-001
16S-B-B2-L1,ACE0049-B02-pooled,eACE010-eAME004,B,1,XLA-029
16S-B-C2-L1,ACE0049-C02-pooled,eACE010-eAME004,B,1,XLA-036
16S-B-D2-L1,ACE0049-D02-pooled,eACE010-eAME004,B,1,XLA-064
16S-B-E2-L1,ACE0049-E02-pooled,eACE010-eAME004,B,1,XLB-001
16S-B-F2-L1,ACE0049-F02-pooled,eACE010-eAME004,B,1,XLB-029
16S-B-G2-L1,ACE0049-G02-pooled,eACE010-eAME004,B,1,XLB-036
16S-B-H2-L1,ACE0049-H02-pooled,eACE010-eAME004,B,1,XLB-064
16S-B-A3-L1,ACE0049-A03-pooled,eACE010-eAME004,B,1,XMA-001
16S-B-B3-L1,ACE0049-B03-pooled,eACE010-eAME004,B,1,XMA-029
16S-B-C3-L1,ACE0049-C03-pooled,eACE010-eAME004,B,1,XMA-036
16S-B-D3-L1,ACE0049-D03-pooled,eACE010-eAME004,B,1,XMA-064
16S-B-E3-L1,ACE0049-E03-pooled,eACE010-eAME004,B,1,XMB-001
16S-B-F3-L1,ACE0049-F03-pooled,eACE010-eAME004,B,1,XMB-029
16S-B-G3-L1,ACE0049-G03-pooled,eACE010-eAME004,B,1,XMB-036
16S-B-H3-L1,ACE0049-H03-pooled,eACE010-eAME004,B,1,XMB-064
16S-B-A4-L1,ACE0049-A04-pooled,eACE010-eAME004,B,1,XNA-001
16S-B-B4-L1,ACE0049-B04-pooled,eACE010-eAME004,B,1,XNA-029
16S-B-C4-L1,ACE0049-C04-pooled,eACE010-eAME004,B,1,XNA-036
16S-B-D4-L1,ACE0049-D04-pooled,eACE010-eAME004,B,1,XNA-064
16S-B-E4-L1,ACE0049-E04-pooled,eACE010-eAME004,B,1,XNB-001
16S-B-F4-L1,ACE0049-F04-pooled,eACE010-eAME004,B,1,XNB-029
16S-B-G4-L1,ACE0049-G04-pooled,eACE010-eAME004,B,1,XNB-036
16S-B-H4-L1,ACE0049-H04-pooled,eACE010-eAME004,B,1,XNB-064
16S-B-A5-L1,ACE0049-A05-pooled,eACE010-eAME004,B,1,XOA-001
16S-B-B5-L1,ACE0049-B05-pooled,eACE010-eAME004,B,1,XOA-029
16S-B-C5-L1,ACE0049-C05-pooled,eACE010-eAME004,B,1,XOA-036
16S-B-D5-L1,ACE0049-D05-pooled,eACE010-eAME004,B,1,XOA-064
16S-B-E5-L1,ACE0049-E05-pooled,eACE010-eAME004,B,1,XOB-001
16S-B-F5-L1,ACE0049-F05-pooled,eACE010-eAME004,B,1,XOB-028
16S-B-G5-L1,ACE0049-G05-pooled,eACE010-eAME004,B,1,XOB-037
16S-B-H5-L1,ACE0049-H05-pooled,eACE010-eAME004,B,1,XOB-064
16S-B-A6-L1,ACE0049-A06-pooled,eACE010-eAME004,B,1,XPA-002
16S-B-B6-L1,ACE0049-B06-pooled,eACE010-eAME004,B,1,XPA-029
16S-B-C6-L1,ACE0049-C06-pooled,eACE010-eAME004,B,1,XPA-036
16S-B-D6-L1,ACE0049-D06-pooled,eACE010-eAME004,B,1,XPA-072
16S-B-E6-L1,ACE0049-E06-pooled,eACE010-eAME004,B,1,XPB-001
16S-B-F6-L1,ACE0049-F06-pooled,eACE010-eAME004,B,1,XPB-028
16S-B-G6-L1,ACE0049-G06-pooled,eACE010-eAME004,B,1,XPB-036
16S-B-H6-L1,ACE0049-H06-pooled,eACE010-eAME004,B,1,XPB-063
16S-B-A7-L1,ACE0049-A07-pooled,eACE010-eAME004,B,1,XQA-001
16S-B-B7-L1,ACE0049-B07-pooled,eACE010-eAME004,B,1,XQA-029
16S-B-C7-L1,ACE0049-C07-pooled,eACE010-eAME004,B,1,XQA-036
16S-B-D7-L1,ACE0049-D07-pooled,eACE010-eAME004,B,1,XQA-064
16S-B-E7-L1,ACE0049-E07-pooled,eACE010-eAME004,B,1,XQB-001
16S-B-F7-L1,ACE0049-F07-pooled,eACE010-eAME004,B,1,XQB-029
16S-B-G7-L1,ACE0049-G07-pooled,eACE010-eAME004,B,1,XQB-036
16S-B-H7-L1,ACE0049-H07-pooled,eACE010-eAME004,B,1,XQB-064
16S-B-A8-L1,ACE0049-A08-pooled,eACE010-eAME004,B,1,XRA-001
16S-B-B8-L1,ACE0049-B08-pooled,eACE010-eAME004,B,1,XRA-029
16S-B-C8-L1,ACE0049-C08-pooled,eACE010-eAME004,B,1,XRA-036
16S-B-D8-L1,ACE0049-D08-pooled,eACE010-eAME004,B,1,XRA-064
16S-B-E8-L1,ACE0049-E08-pooled,eACE010-eAME004,B,1,XRB-002
16S-B-F8-L1,ACE0049-F08-pooled,eACE010-eAME004,B,1,XRB-029
16S-B-G8-L1,ACE0049-G08-pooled,eACE010-eAME004,B,1,XRB-036
16S-B-H8-L1,ACE0049-H08-pooled,eACE010-eAME004,B,1,XRB-059
16S-B-A9-L1,ACE0049-A09-pooled,eACE010-eAME004,B,1,XSA-001
16S-B-B9-L1,ACE0049-B09-pooled,eACE010-eAME004,B,1,XSA-029
16S-B-C9-L1,ACE0049-C09-pooled,eACE010-eAME004,B,1,XSA-036
16S-B-D9-L1,ACE0049-D09-pooled,eACE010-eAME004,B,1,XSA-064
16S-B-E9-L1,ACE0049-E09-pooled,eACE010-eAME004,B,1,XSB-001
16S-B-F9-L1,ACE0049-F09-pooled,eACE010-eAME004,B,1,XSB-029
16S-B-G9-L1,ACE0049-G09-pooled,eACE010-eAME004,B,1,XSB-036
16S-B-H9-L1,ACE0049-H09-pooled,eACE010-eAME004,B,1,XSB-064
16S-B-A10-L1,ACE0049-A10-pooled,eACE010-eAME004,B,1,XTA-001
16S-B-B10-L1,ACE0049-B10-pooled,eACE010-eAME004,B,1,XTA-029
16S-B-C10-L1,ACE0049-C10-pooled,eACE010-eAME004,B,1,XTA-036
16S-B-D10-L1,ACE0049-D10-pooled,eACE010-eAME004,B,1,XTA-064
16S-B-E10-L1,ACE0049-E10-pooled,eACE010-eAME004,B,1,XTB-001
16S-B-F10-L1,ACE0049-F10-pooled,eACE010-eAME004,B,1,XTB-028
16S-B-G10-L1,ACE0049-G10-pooled,eACE010-eAME004,B,1,XTB-037
16S-B-H10-L1,ACE0049-H10-pooled,eACE010-eAME004,B,1,XTB-065
16S-B-A11-L1,ACE0049-A11-pooled,eACE010-eAME004,B,1,XUA-001
16S-B-B11-L1,ACE0049-B11-pooled,eACE010-eAME004,B,1,XUA-029
16S-B-C11-L1,ACE0049-C11-pooled,eACE010-eAME004,B,1,XUA-036
16S-B-D11-L1,ACE0049-D11-pooled,eACE010-eAME004,B,1,XUA-064
16S-B-E11-L1,ACE0049-E11-pooled,eACE010-eAME004,B,1,XUB-001
16S-B-F11-L1,ACE0049-F11-pooled,eACE010-eAME004,B,1,XUB-029
16S-B-G11-L1,ACE0049-G11-pooled,eACE010-eAME004,B,1,XUB-036
16S-B-H11-L1,ACE0049-H11-pooled,eACE010-eAME004,B,1,XUB-064
16S-B-A12-L1,ACE0049-A12-pooled,eACE010-eAME004,B,1,XVA-001
16S-B-B12-L1,ACE0049-B12-pooled,eACE010-eAME004,B,1,XVA-029
16S-B-C12-L1,ACE0049-C12-pooled,eACE010-eAME004,B,1,XVA-036
16S-B-D12-L1,ACE0049-D12-pooled,eACE010-eAME004,B,1,XVA-064
16S-B-E12-L1,ACE0049-E12-pooled,eACE010-eAME004,B,1,XVB-001
16S-B-F12-L1,ACE0049-F12-pooled,eACE010-eAME004,B,1,XVB-027
16S-B-G12-L1,ACE0049-G12-pooled,eACE010-eAME004,B,1,XVB-036
16S-B-H12-L1,ACE0049-H12-pooled,eACE010-eAME004,B,1,XVB-064
16S-B-A1-L2,NA,default,B,2,NA
16S-B-B1-L2,NA,default,B,2,NA
16S-B-C1-L2,NA,default,B,2,NA
16S-B-D1-L2,NA,default,B,2,NA
16S-B-E1-L2,NA,default,B,2,NA
16S-B-F1-L2,NA,default,B,2,NA
16S-B-G1-L2,NA,default,B,2,NA
16S-B-H1-L2,NA,default,B,2,NA
16S-B-A2-L2,NA,default,B,2,NA
16S-B-B2-L2,NA,default,B,2,NA
16S-B-C2-L2,NA,default,B,2,NA
16S-B-D2-L2,NA,default,B,2,NA
16S-B-E2-L2,NA,default,B,2,NA
16S-B-F2-L2,NA,default,B,2,NA
16S-B-G2-L2,NA,default,B,2,NA
16S-B-H2-L2,NA,default,B,2,NA
16S-B-A3-L2,NA,default,B,2,NA
16S-B-B3-L2,NA,default,B,2,NA
16S-B-C3-L2,NA,default,B,2,NA
16S-B-D3-L2,NA,default,B,2,NA
16S-B-E3-L2,NA,default,B,2,NA
16S-B-F3-L2,NA,default,B,2,NA
16S-B-G3-L2,NA,default,B,2,NA
16S-B-H3-L2,NA,default,B,2,NA
16S-B-A4-L2,NA,default,B,2,NA
16S-B-B4-L2,NA,default,B,2,NA
16S-B-C4-L2,NA,default,B,2,NA
16S-B-D4-L2,NA,default,B,2,NA
16S-B-E4-L2,NA,default,B,2,NA
16S-B-F4-L2,NA,default,B,2,NA
16S-B-G4-L2,NA,default,B,2,NA
16S-B-H4-L2,NA,default,B,2,NA
16S-B-A5-L2,NA,default,B,2,NA
16S-B-B5-L2,NA,default,B,2,NA
16S-B-C5-L2,NA,default,B,2,NA
16S-B-D5-L2,NA,default,B,2,NA
16S-B-E5-L2,NA,default,B,2,NA
16S-B-F5-L2,NA,default,B,2,NA
16S-B-G5-L2,NA,default,B,2,NA
16S-B-H5-L2,NA,default,B,2,NA
16S-B-A6-L2,NA,default,B,2,NA
16S-B-B6-L2,NA,default,B,2,NA
16S-B-C6-L2,NA,default,B,2,NA
16S-B-D6-L2,NA,default,B,2,NA
16S-B-E6-L2,NA,default,B,2,NA
16S-B-F6-L2,NA,default,B,2,NA
16S-B-G6-L2,NA,default,B,2,NA
16S-B-H6-L2,NA,default,B,2,NA
16S-B-A7-L2,NA,default,B,2,NA
16S-B-B7-L2,NA,default,B,2,NA
16S-B-C7-L2,NA,default,B,2,NA
16S-B-D7-L2,NA,default,B,2,NA
16S-B-E7-L2,NA,default,B,2,NA
16S-B-F7-L2,NA,default,B,2,NA
16S-B-G7-L2,NA,default,B,2,NA
16S-B-H7-L2,NA,default,B,2,NA
16S-B-A8-L2,NA,default,B,2,NA
16S-B-B8-L2,NA,default,B,2,NA
16S-B-C8-L2,NA,default,B,2,NA
16S-B-D8-L2,NA,default,B,2,NA
16S-B-E8-L2,NA,default,B,2,NA
16S-B-F8-L2,NA,default,B,2,NA
16S-B-G8-L2,NA,default,B,2,NA
16S-B-H8-L2,NA,default,B,2,NA
16S-B-A9-L2,NA,default,B,2,NA
16S-B-B9-L2,NA,default,B,2,NA
16S-B-C9-L2,NA,default,B,2,NA
16S-B-D9-L2,NA,default,B,2,NA
16S-B-E9-L2,NA,default,B,2,NA
16S-B-F9-L2,NA,default,B,2,NA
16S-B-G9-L2,NA,default,B,2,NA
16S-B-H9-L2,NA,default,B,2,NA
16S-B-A10-L2,NA,default,B,2,NA
16S-B-B10-L2,NA,default,B,2,NA
16S-B-C10-L2,NA,default,B,2,NA
16S-B-D10-L2,NA,default,B,2,NA
16S-B-E10-L2,NA,default,B,2,NA
16S-B-F10-L2,NA,default,B,2,NA
16S-B-G10-L2,NA,default,B,2,NA
16S-B-H10-L2,NA,default,B,2,NA
16S-B-A11-L2,NA,default,B,2,NA
16S-B-B11-L2,NA,default,B,2,NA
16S-B-C11-L2,NA,default,B,2,NA
16S-B-D11-L2,NA,default,B,2,NA
16S-B-E11-L2,NA,default,B,2,NA
16S-B-F11-L2,NA,default,B,2,NA
16S-B-G11-L2,NA,default,B,2,NA
16S-B-H11-L2,NA,default,B,2,NA
16S-B-A12-L2,NA,default,B,2,NA
16S-B-B12-L2,NA,default,B,2,NA
16S-B-C12-L2,NA,default,B,2,NA
16S-B-D12-L2,NA,default,B,2,NA
16S-B-E12-L2,NA,default,B,2,NA
16S-B-F12-L2,NA,default,B,2,NA
16S-B-G12-L2,NA,default,B,2,NA
16S-B-H12-L2,NA,default,B,2,NA
16S-B-A1-L3,NA,default,B,3,NA
16S-B-B1-L3,NA,default,B,3,NA
16S-B-C1-L3,NA,default,B,3,NA
16S-B-D1-L3,NA,default,B,3,NA
16S-B-E1-L3,NA,default,B,3,NA
16S-B-F1-L3,NA,default,B,3,NA
16S-B-G1-L3,NA,default,B,3,NA
16S-B-H1-L3,NA,default,B,3,NA
16S-B-A2-L3,NA,default,B,3,NA
16S-B-B2-L3,NA,default,B,3,NA
16S-B-C2-L3,NA,default,B,3,NA
16S-B-D2-L3,NA,default,B,3,NA
16S-B-E2-L3,NA,default,B,3,NA
16S-B-F2-L3,NA,default,B,3,NA
16S-B-G2-L3,NA,default,B,3,NA
16S-B-H2-L3,NA,default,B,3,NA
16S-B-A3-L3,NA,default,B,3,NA
16S-B-B3-L3,NA,default,B,3,NA
16S-B-C3-L3,NA,default,B,3,NA
16S-B-D3-L3,NA,default,B,3,NA
16S-B-E3-L3,NA,default,B,3,NA
16S-B-F3-L3,NA,default,B,3,NA
16S-B-G3-L3,NA,default,B,3,NA
16S-B-H3-L3,NA,default,B,3,NA
16S-B-A4-L3,NA,default,B,3,NA
16S-B-B4-L3,NA,default,B,3,NA
16S-B-C4-L3,NA,default,B,3,NA
16S-B-D4-L3,NA,default,B,3,NA
16S-B-E4-L3,NA,default,B,3,NA
16S-B-F4-L3,NA,default,B,3,NA
16S-B-G4-L3,NA,default,B,3,NA
16S-B-H4-L3,NA,default,B,3,NA
16S-B-A5-L3,NA,default,B,3,NA
16S-B-B5-L3,NA,default,B,3,NA
16S-B-C5-L3,NA,default,B,3,NA
16S-B-D5-L3,NA,default,B,3,NA
16S-B-E5-L3,NA,default,B,3,NA
16S-B-F5-L3,NA,default,B,3,NA
16S-B-G5-L3,NA,default,B,3,NA
16S-B-H5-L3,NA,default,B,3,NA
16S-B-A6-L3,NA,default,B,3,NA
16S-B-B6-L3,NA,default,B,3,NA
16S-B-C6-L3,NA,default,B,3,NA
16S-B-D6-L3,NA,default,B,3,NA
16S-B-E6-L3,NA,default,B,3,NA
16S-B-F6-L3,NA,default,B,3,NA
16S-B-G6-L3,NA,default,B,3,NA
16S-B-H6-L3,NA,default,B,3,NA
16S-B-A7-L3,NA,default,B,3,NA
16S-B-B7-L3,NA,default,B,3,NA
16S-B-C7-L3,NA,default,B,3,NA
16S-B-D7-L3,NA,default,B,3,NA
16S-B-E7-L3,NA,default,B,3,NA
16S-B-F7-L3,NA,default,B,3,NA
16S-B-G7-L3,NA,default,B,3,NA
16S-B-H7-L3,NA,default,B,3,NA
16S-B-A8-L3,NA,default,B,3,NA
16S-B-B8-L3,NA,default,B,3,NA
16S-B-C8-L3,NA,default,B,3,NA
16S-B-D8-L3,NA,default,B,3,NA
16S-B-E8-L3,NA,default,B,3,NA
16S-B-F8-L3,NA,default,B,3,NA
16S-B-G8-L3,NA,default,B,3,NA
16S-B-H8-L3,NA,default,B,3,NA
16S-B-A9-L3,NA,default,B,3,NA
16S-B-B9-L3,NA,default,B,3,NA
16S-B-C9-L3,NA,default,B,3,NA
16S-B-D9-L3,NA,default,B,3,NA
16S-B-E9-L3,NA,default,B,3,NA
16S-B-F9-L3,NA,default,B,3,NA
16S-B-G9-L3,NA,default,B,3,NA
16S-B-H9-L3,NA,default,B,3,NA
16S-B-A10-L3,NA,default,B,3,NA
16S-B-B10-L3,NA,default,B,3,NA
16S-B-C10-L3,NA,default,B,3,NA
16S-B-D10-L3,NA,default,B,3,NA
16S-B-E10-L3,NA,default,B,3,NA
16S-B-F10-L3,NA,default,B,3,NA
16S-B-G10-L3,NA,default,B,3,NA
16S-B-H10-L3,NA,default,B,3,NA
16S-B-A11-L3,NA,default,B,3,NA
16S-B-B11-L3,NA,default,B,3,NA
16S-B-C11-L3,NA,default,B,3,NA
16S-B-D11-L3,NA,default,B,3,NA
16S-B-E11-L3,NA,default,B,3,NA
16S-B-F11-L3,NA,default,B,3,NA
16S-B-G11-L3,NA,default,B,3,NA
16S-B-H11-L3,NA,default,B,3,NA
16S-B-A12-L3,NA,default,B,3,NA
16S-B-B12-L3,NA,default,B,3,NA
16S-B-C12-L3,NA,default,B,3,NA
16S-B-D12-L3,NA,default,B,3,NA
16S-B-E12-L3,NA,default,B,3,NA
16S-B-F12-L3,NA,default,B,3,NA
16S-B-G12-L3,NA,default,B,3,NA
16S-B-H12-L3,NA,default,B,3,NA
16S-B-A1-L4,NA,default,B,4,NA
16S-B-B1-L4,NA,default,B,4,NA
16S-B-C1-L4,NA,default,B,4,NA
16S-B-D1-L4,NA,default,B,4,NA
16S-B-E1-L4,NA,default,B,4,NA
16S-B-F1-L4,NA,default,B,4,NA
16S-B-G1-L4,NA,default,B,4,NA
16S-B-H1-L4,NA,default,B,4,NA
16S-B-A2-L4,NA,default,B,4,NA
16S-B-B2-L4,NA,default,B,4,NA
16S-B-C2-L4,NA,default,B,4,NA
16S-B-D2-L4,NA,default,B,4,NA
16S-B-E2-L4,NA,default,B,4,NA
16S-B-F2-L4,NA,default,B,4,NA
16S-B-G2-L4,NA,default,B,4,NA
16S-B-H2-L4,NA,default,B,4,NA
16S-B-A3-L4,NA,default,B,4,NA
16S-B-B3-L4,NA,default,B,4,NA
16S-B-C3-L4,NA,default,B,4,NA
16S-B-D3-L4,NA,default,B,4,NA
16S-B-E3-L4,NA,default,B,4,NA
16S-B-F3-L4,NA,default,B,4,NA
16S-B-G3-L4,NA,default,B,4,NA
16S-B-H3-L4,NA,default,B,4,NA
16S-B-A4-L4,NA,default,B,4,NA
16S-B-B4-L4,NA,default,B,4,NA
16S-B-C4-L4,NA,default,B,4,NA
16S-B-D4-L4,NA,default,B,4,NA
16S-B-E4-L4,NA,default,B,4,NA
16S-B-F4-L4,NA,default,B,4,NA
16S-B-G4-L4,NA,default,B,4,NA
16S-B-H4-L4,NA,default,B,4,NA
16S-B-A5-L4,NA,default,B,4,NA
16S-B-B5-L4,NA,default,B,4,NA
16S-B-C5-L4,NA,default,B,4,NA
16S-B-D5-L4,NA,default,B,4,NA
16S-B-E5-L4,NA,default,B,4,NA
16S-B-F5-L4,NA,default,B,4,NA
16S-B-G5-L4,NA,default,B,4,NA
16S-B-H5-L4,NA,default,B,4,NA
16S-B-A6-L4,NA,default,B,4,NA
16S-B-B6-L4,NA,default,B,4,NA
16S-B-C6-L4,NA,default,B,4,NA
16S-B-D6-L4,NA,default,B,4,NA
16S-B-E6-L4,NA,default,B,4,NA
16S-B-F6-L4,NA,default,B,4,NA
16S-B-G6-L4,NA,default,B,4,NA
16S-B-H6-L4,NA,default,B,4,NA
16S-B-A7-L4,NA,default,B,4,NA
16S-B-B7-L4,NA,default,B,4,NA
16S-B-C7-L4,NA,default,B,4,NA
16S-B-D7-L4,NA,default,B,4,NA
16S-B-E7-L4,NA,default,B,4,NA
16S-B-F7-L4,NA,default,B,4,NA
16S-B-G7-L4,NA,default,B,4,NA
16S-B-H7-L4,NA,default,B,4,NA
16S-B-A8-L4,NA,default,B,4,NA
16S-B-B8-L4,NA,default,B,4,NA
16S-B-C8-L4,NA,default,B,4,NA
16S-B-D8-L4,NA,default,B,4,NA
16S-B-E8-L4,NA,default,B,4,NA
16S-B-F8-L4,NA,default,B,4,NA
16S-B-G8-L4,NA,default,B,4,NA
16S-B-H8-L4,NA,default,B,4,NA
16S-B-A9-L4,NA,default,B,4,NA
16S-B-B9-L4,NA,default,B,4,NA
16S-B-C9-L4,NA,default,B,4,NA
16S-B-D9-L4,NA,default,B,4,NA
16S-B-E9-L4,NA,default,B,4,NA
16S-B-F9-L4,NA,default,B,4,NA
16S-B-G9-L4,NA,default,B,4,NA
16S-B-H9-L4,NA,default,B,4,NA
16S-B-A10-L4,NA,default,B,4,NA
16S-B-B10-L4,NA,default,B,4,NA
16S-B-C10-L4,NA,default,B,4,NA
16S-B-D10-L4,NA,default,B,4,NA
16S-B-E10-L4,NA,default,B,4,NA
16S-B-F10-L4,NA,default,B,4,NA
16S-B-G10-L4,NA,default,B,4,NA
16S-B-H10-L4,NA,default,B,4,NA
16S-B-A11-L4,NA,default,B,4,NA
16S-B-B11-L4,NA,default,B,4,NA
16S-B-C11-L4,NA,default,B,4,NA
16S-B-D11-L4,NA,default,B,4,NA
