sample alphaStat value
X16S-B-B7-L6_e0026-B-8-B7 ShannonEffectiveSpecies 18.950368409299664
X16S-B-B7-L7_e0026-mix-B7 Observed 181
X16S-B-B7-L7_e0026-mix-B7 Chao1 181.75
X16S-B-B7-L7_e0026-mix-B7 se.chao1 1.4232367557059147
X16S-B-B7-L7_e0026-mix-B7 ACE 181.9521349159642
X16S-B-B7-L7_e0026-mix-B7 se.ACE 4.9360478936684675
X16S-B-B7-L7_e0026-mix-B7 Shannon 3.517453247157754
X16S-B-B7-L7_e0026-mix-B7 Simpson 0.9202536923109509
X16S-B-B7-L7_e0026-mix-B7 InvSimpson 12.539765526189008
X16S-B-B7-L7_e0026-mix-B7 Fisher 21.28468051066822
X16S-B-B7-L7_e0026-mix-B7 ShannonEffectiveSpecies 33.69849734374318
X16S-B-B8-L3_e0026-A-0-B8 Observed 219
X16S-B-B8-L3_e0026-A-0-B8 Chao1 219.6
X16S-B-B8-L3_e0026-A-0-B8 se.chao1 1.1860846181076101
X16S-B-B8-L3_e0026-A-0-B8 ACE 220.10765090349867
X16S-B-B8-L3_e0026-A-0-B8 se.ACE 5.120076235991063
X16S-B-B8-L3_e0026-A-0-B8 Shannon 3.8691626746940417
X16S-B-B8-L3_e0026-A-0-B8 Simpson 0.95204365867517
X16S-B-B8-L3_e0026-A-0-B8 InvSimpson 20.852299662031104
X16S-B-B8-L3_e0026-A-0-B8 Fisher 27.746390456781885
X16S-B-B8-L3_e0026-A-0-B8 ShannonEffectiveSpecies 47.902259509566974
X16S-B-B8-L4_e0026-B-0-B8 Observed 116
X16S-B-B8-L4_e0026-B-0-B8 Chao1 116
X16S-B-B8-L4_e0026-B-0-B8 se.chao1 0.24892008134449845
X16S-B-B8-L4_e0026-B-0-B8 ACE 116.20486694101508
X16S-B-B8-L4_e0026-B-0-B8 se.ACE 3.7683601199107875
X16S-B-B8-L4_e0026-B-0-B8 Shannon 3.1996476891504315
X16S-B-B8-L4_e0026-B-0-B8 Simpson 0.9373712794197491
X16S-B-B8-L4_e0026-B-0-B8 InvSimpson 15.967115258543775
X16S-B-B8-L4_e0026-B-0-B8 Fisher 13.176423302643794
X16S-B-B8-L4_e0026-B-0-B8 ShannonEffectiveSpecies 24.52388864289958
X16S-B-B8-L5_e0026-A-8-B8 Observed 115
X16S-B-B8-L5_e0026-A-8-B8 Chao1 115.5
X16S-B-B8-L5_e0026-A-8-B8 se.chao1 1.2971622373974159
X16S-B-B8-L5_e0026-A-8-B8 ACE 115.54839945280438
X16S-B-B8-L5_e0026-A-8-B8 se.ACE 3.451735774694219
X16S-B-B8-L5_e0026-A-8-B8 Shannon 3.3699049600847797
X16S-B-B8-L5_e0026-A-8-B8 Simpson 0.939007752382966
X16S-B-B8-L5_e0026-A-8-B8 InvSimpson 16.395526301619967
X16S-B-B8-L5_e0026-A-8-B8 Fisher 13.416609444551757
X16S-B-B8-L5_e0026-A-8-B8 ShannonEffectiveSpecies 29.07576356837375
X16S-B-B8-L6_e0026-B-8-B8 Observed 34
X16S-B-B8-L6_e0026-B-8-B8 Chao1 34
X16S-B-B8-L6_e0026-B-8-B8 se.chao1 -0
X16S-B-B8-L6_e0026-B-8-B8 ACE 34
X16S-B-B8-L6_e0026-B-8-B8 se.ACE 1.6538724611187705
X16S-B-B8-L6_e0026-B-8-B8 Shannon 2.443253713314584
X16S-B-B8-L6_e0026-B-8-B8 Simpson 0.8817825963782912
X16S-B-B8-L6_e0026-B-8-B8 InvSimpson 8.458991395209134
X16S-B-B8-L6_e0026-B-8-B8 Fisher 3.443481359754525
X16S-B-B8-L6_e0026-B-8-B8 ShannonEffectiveSpecies 11.510431524673931
X16S-B-B8-L7_e0026-mix-B8 Observed 43
X16S-B-B8-L7_e0026-mix-B8 Chao1 43
X16S-B-B8-L7_e0026-mix-B8 se.chao1 -0
X16S-B-B8-L7_e0026-mix-B8 ACE 43
X16S-B-B8-L7_e0026-mix-B8 se.ACE 1.904706532971467
X16S-B-B8-L7_e0026-mix-B8 Shannon 2.4836123739386857
X16S-B-B8-L7_e0026-mix-B8 Simpson 0.8754220140256179
X16S-B-B8-L7_e0026-mix-B8 InvSimpson 8.027100391602398
X16S-B-B8-L7_e0026-mix-B8 Fisher 4.186884267574701
X16S-B-B8-L7_e0026-mix-B8 ShannonEffectiveSpecies 11.98447873637326
X16S-B-B9-L3_e0026-A-0-B9 Observed 230
X16S-B-B9-L3_e0026-A-0-B9 Chao1 235
X16S-B-B9-L3_e0026-A-0-B9 se.chao1 6.041743090736984
X16S-B-B9-L3_e0026-A-0-B9 ACE 231.33495098733357
X16S-B-B9-L3_e0026-A-0-B9 se.ACE 6.215577889556794
X16S-B-B9-L3_e0026-A-0-B9 Shannon 4.3014768499386555
X16S-B-B9-L3_e0026-A-0-B9 Simpson 0.9735720201656072
X16S-B-B9-L3_e0026-A-0-B9 InvSimpson 37.83868484334998
X16S-B-B9-L3_e0026-A-0-B9 Fisher 32.17895716994844
X16S-B-B9-L3_e0026-A-0-B9 ShannonEffectiveSpecies 73.80871764776535
X16S-B-B9-L4_e0026-B-0-B9 Observed 91
X16S-B-B9-L4_e0026-B-0-B9 Chao1 94
X16S-B-B9-L4_e0026-B-0-B9 se.chao1 4.64053601085964
X16S-B-B9-L4_e0026-B-0-B9 ACE 92.23554804804805
X16S-B-B9-L4_e0026-B-0-B9 se.ACE 3.3879580098145134
X16S-B-B9-L4_e0026-B-0-B9 Shannon 2.9835461789515976
X16S-B-B9-L4_e0026-B-0-B9 Simpson 0.907970650178388
X16S-B-B9-L4_e0026-B-0-B9 InvSimpson 10.86609871675048
X16S-B-B9-L4_e0026-B-0-B9 Fisher 10.854086057911196
X16S-B-B9-L4_e0026-B-0-B9 ShannonEffectiveSpecies 19.75775710314766
X16S-B-B9-L5_e0026-A-8-B9 Observed 138
X16S-B-B9-L5_e0026-A-8-B9 Chao1 138.6
X16S-B-B9-L5_e0026-A-8-B9 se.chao1 1.185886703158136
X16S-B-B9-L5_e0026-A-8-B9 ACE 139.0280389649466
X16S-B-B9-L5_e0026-A-8-B9 se.ACE 4.671355354165004
X16S-B-B9-L5_e0026-A-8-B9 Shannon 3.379808361223923
X16S-B-B9-L5_e0026-A-8-B9 Simpson 0.9303910994267771
X16S-B-B9-L5_e0026-A-8-B9 InvSimpson 14.36597894471959
X16S-B-B9-L5_e0026-A-8-B9 Fisher 17.269038538907
X16S-B-B9-L5_e0026-A-8-B9 ShannonEffectiveSpecies 29.365143073953355
X16S-B-B9-L6_e0026-B-8-B9 Observed 38
X16S-B-B9-L6_e0026-B-8-B9 Chao1 38
X16S-B-B9-L6_e0026-B-8-B9 se.chao1 -0
X16S-B-B9-L6_e0026-B-8-B9 ACE 38
X16S-B-B9-L6_e0026-B-8-B9 se.ACE 1.6622749155109218
X16S-B-B9-L6_e0026-B-8-B9 Shannon 2.4196924544726275
X16S-B-B9-L6_e0026-B-8-B9 Simpson 0.8715849070583114
X16S-B-B9-L6_e0026-B-8-B9 InvSimpson 7.787246631936675
X16S-B-B9-L6_e0026-B-8-B9 Fisher 4.045151744997757
X16S-B-B9-L6_e0026-B-8-B9 ShannonEffectiveSpecies 11.242401232934169
X16S-B-B9-L7_e0026-mix-B9 Observed 53
X16S-B-B9-L7_e0026-mix-B9 Chao1 53
X16S-B-B9-L7_e0026-mix-B9 se.chao1 -0
X16S-B-B9-L7_e0026-mix-B9 ACE 53
X16S-B-B9-L7_e0026-mix-B9 se.ACE 2.306676118786756
X16S-B-B9-L7_e0026-mix-B9 Shannon 2.648517302751554
X16S-B-B9-L7_e0026-mix-B9 Simpson 0.894064944324248
X16S-B-B9-L7_e0026-mix-B9 InvSimpson 9.439745829376994
X16S-B-B9-L7_e0026-mix-B9 Fisher 5.403878970486861
X16S-B-B9-L7_e0026-mix-B9 ShannonEffectiveSpecies 14.13306804159197
X16S-B-C1-L3_e0026-A-0-C1 Observed 60
X16S-B-C1-L3_e0026-A-0-C1 Chao1 60
X16S-B-C1-L3_e0026-A-0-C1 se.chao1 -0
X16S-B-C1-L3_e0026-A-0-C1 ACE 60
X16S-B-C1-L3_e0026-A-0-C1 se.ACE 2.6331223544175333
X16S-B-C1-L3_e0026-A-0-C1 Shannon 2.6351086496326803
X16S-B-C1-L3_e0026-A-0-C1 Simpson 0.882391375859694
X16S-B-C1-L3_e0026-A-0-C1 InvSimpson 8.502777813360092
X16S-B-C1-L3_e0026-A-0-C1 Fisher 6.482927997943242
X16S-B-C1-L3_e0026-A-0-C1 ShannonEffectiveSpecies 13.944827481241921
X16S-B-C1-L4_e0026-B-0-C1 Observed 48
X16S-B-C1-L4_e0026-B-0-C1 Chao1 48
X16S-B-C1-L4_e0026-B-0-C1 se.chao1 -0
X16S-B-C1-L4_e0026-B-0-C1 ACE 48
X16S-B-C1-L4_e0026-B-0-C1 se.ACE 2.116404183200049
X16S-B-C1-L4_e0026-B-0-C1 Shannon 2.621982366926121
X16S-B-C1-L4_e0026-B-0-C1 Simpson 0.8911427431993355
X16S-B-C1-L4_e0026-B-0-C1 InvSimpson 9.186342090460396
X16S-B-C1-L4_e0026-B-0-C1 Fisher 5.098382745884173
X16S-B-C1-L4_e0026-B-0-C1 ShannonEffectiveSpecies 13.762979836238822
X16S-B-C1-L5_e0026-A-8-C1 Observed 43
X16S-B-C1-L5_e0026-A-8-C1 Chao1 43
X16S-B-C1-L5_e0026-A-8-C1 se.chao1 -0
X16S-B-C1-L5_e0026-A-8-C1 ACE 43
X16S-B-C1-L5_e0026-A-8-C1 se.ACE 2.102047728088682
X16S-B-C1-L5_e0026-A-8-C1 Shannon 2.186936746310924
X16S-B-C1-L5_e0026-A-8-C1 Simpson 0.8092995105924083
X16S-B-C1-L5_e0026-A-8-C1 InvSimpson 5.24382503215637
X16S-B-C1-L5_e0026-A-8-C1 Fisher 4.603177147542886
X16S-B-C1-L5_e0026-A-8-C1 ShannonEffectiveSpecies 8.90788416927905
X16S-B-C1-L6_e0026-B-8-C1 Observed 35
X16S-B-C1-L6_e0026-B-8-C1 Chao1 35
X16S-B-C1-L6_e0026-B-8-C1 se.chao1 -0
X16S-B-C1-L6_e0026-B-8-C1 ACE 35
X16S-B-C1-L6_e0026-B-8-C1 se.ACE 1.65615734242165
X16S-B-C1-L6_e0026-B-8-C1 Shannon 2.3064318646137756
X16S-B-C1-L6_e0026-B-8-C1 Simpson 0.8292346086386058
X16S-B-C1-L6_e0026-B-8-C1 InvSimpson 5.855987516133641
X16S-B-C1-L6_e0026-B-8-C1 Fisher 3.596540454954658
X16S-B-C1-L6_e0026-B-8-C1 ShannonEffectiveSpecies 10.038541799420058
X16S-B-C1-L7_e0026-mix-C1 Observed 145
X16S-B-C1-L7_e0026-mix-C1 Chao1 145
X16S-B-C1-L7_e0026-mix-C1 se.chao1 -0
X16S-B-C1-L7_e0026-mix-C1 ACE 145
X16S-B-C1-L7_e0026-mix-C1 se.ACE 4.475219123897348
X16S-B-C1-L7_e0026-mix-C1 Shannon 3.10050525952034
X16S-B-C1-L7_e0026-mix-C1 Simpson 0.9046934220224971
X16S-B-C1-L7_e0026-mix-C1 InvSimpson 10.49245520320801
X16S-B-C1-L7_e0026-mix-C1 Fisher 16.941170622767263
X16S-B-C1-L7_e0026-mix-C1 ShannonEffectiveSpecies 22.209169841562115
X16S-B-C10-L3_e0026-A-0-C10 Observed 151
X16S-B-C10-L3_e0026-A-0-C10 Chao1 151.25
X16S-B-C10-L3_e0026-A-0-C10 se.chao1 0.7364258882216018
X16S-B-C10-L3_e0026-A-0-C10 ACE 151.55755306808712
X16S-B-C10-L3_e0026-A-0-C10 se.ACE 4.803438689088578
X16S-B-C10-L3_e0026-A-0-C10 Shannon 3.5019950960781907
X16S-B-C10-L3_e0026-A-0-C10 Simpson 0.9466482169770006
X16S-B-C10-L3_e0026-A-0-C10 InvSimpson 18.7435160239895
X16S-B-C10-L3_e0026-A-0-C10 Fisher 19.086410005413548
X16S-B-C10-L3_e0026-A-0-C10 ShannonEffectiveSpecies 33.181586417385354
X16S-B-C10-L4_e0026-B-0-C10 Observed 93
X16S-B-C10-L4_e0026-B-0-C10 Chao1 93
X16S-B-C10-L4_e0026-B-0-C10 se.chao1 -0
X16S-B-C10-L4_e0026-B-0-C10 ACE 93
X16S-B-C10-L4_e0026-B-0-C10 se.ACE 2.98742885819825
X16S-B-C10-L4_e0026-B-0-C10 Shannon 3.04651515586629
X16S-B-C10-L4_e0026-B-0-C10 Simpson 0.9063222961975763
X16S-B-C10-L4_e0026-B-0-C10 InvSimpson 10.67489871559093
X16S-B-C10-L4_e0026-B-0-C10 Fisher 10.900685829668536
X16S-B-C10-L4_e0026-B-0-C10 ShannonEffectiveSpecies 21.04188880342805
X16S-B-C10-L5_e0026-A-8-C10 Observed 107
X16S-B-C10-L5_e0026-A-8-C10 Chao1 107
X16S-B-C10-L5_e0026-A-8-C10 se.chao1 -0
X16S-B-C10-L5_e0026-A-8-C10 ACE 107
X16S-B-C10-L5_e0026-A-8-C10 se.ACE 4.31472159355694
X16S-B-C10-L5_e0026-A-8-C10 Shannon 2.935429460311947
X16S-B-C10-L5_e0026-A-8-C10 Simpson 0.8803328951773794
X16S-B-C10-L5_e0026-A-8-C10 InvSimpson 8.356515363869413
X16S-B-C10-L5_e0026-A-8-C10 Fisher 12.656406893423467
X16S-B-C10-L5_e0026-A-8-C10 ShannonEffectiveSpecies 18.829587959723764
X16S-B-C10-L6_e0026-B-8-C10 Observed 52
X16S-B-C10-L6_e0026-B-8-C10 Chao1 52
X16S-B-C10-L6_e0026-B-8-C10 se.chao1 -0
X16S-B-C10-L6_e0026-B-8-C10 ACE 52
X16S-B-C10-L6_e0026-B-8-C10 se.ACE 2.1258482469900737
X16S-B-C10-L6_e0026-B-8-C10 Shannon 1.874575332342055
X16S-B-C10-L6_e0026-B-8-C10 Simpson 0.6683133247437516
X16S-B-C10-L6_e0026-B-8-C10 InvSimpson 3.014893496181112
X16S-B-C10-L6_e0026-B-8-C10 Fisher 5.552412572592593
X16S-B-C10-L6_e0026-B-8-C10 ShannonEffectiveSpecies 6.518050527253976
X16S-B-C10-L7_e0026-mix-C10 Observed 188
X16S-B-C10-L7_e0026-mix-C10 Chao1 188.125
X16S-B-C10-L7_e0026-mix-C10 se.chao1 0.44375259550735957
X16S-B-C10-L7_e0026-mix-C10 ACE 188.59989581355362
X16S-B-C10-L7_e0026-mix-C10 se.ACE 5.6329279936681536
X16S-B-C10-L7_e0026-mix-C10 Shannon 3.7540562061111804
X16S-B-C10-L7_e0026-mix-C10 Simpson 0.9562522314339985
X16S-B-C10-L7_e0026-mix-C10 InvSimpson 22.858308727022703
X16S-B-C10-L7_e0026-mix-C10 Fisher 22.923380334316477
X16S-B-C10-L7_e0026-mix-C10 ShannonEffectiveSpecies 42.693906541752504
X16S-B-C11-L3_e0026-A-0-C11 Observed 250
X16S-B-C11-L3_e0026-A-0-C11 Chao1 250.33333333333334
X16S-B-C11-L3_e0026-A-0-C11 se.chao1 0.7586982219117893
X16S-B-C11-L3_e0026-A-0-C11 ACE 250.92424827398256
X16S-B-C11-L3_e0026-A-0-C11 se.ACE 6.1951336793189595
X16S-B-C11-L3_e0026-A-0-C11 Shannon 3.9535603973229105
X16S-B-C11-L3_e0026-A-0-C11 Simpson 0.9506173544025074
X16S-B-C11-L3_e0026-A-0-C11 InvSimpson 20.250028889719385
X16S-B-C11-L3_e0026-A-0-C11 Fisher 33.51160301981497
X16S-B-C11-L3_e0026-A-0-C11 ShannonEffectiveSpecies 52.12060694438774
X16S-B-C11-L4_e0026-B-0-C11 Observed 193
X16S-B-C11-L4_e0026-B-0-C11 Chao1 193.2
X16S-B-C11-L4_e0026-B-0-C11 se.chao1 0.6213709547074414
X16S-B-C11-L4_e0026-B-0-C11 ACE 193.56012010201133
X16S-B-C11-L4_e0026-B-0-C11 se.ACE 5.120523513175864
X16S-B-C11-L4_e0026-B-0-C11 Shannon 4.167716432379967
X16S-B-C11-L4_e0026-B-0-C11 Simpson 0.9722401228546171
X16S-B-C11-L4_e0026-B-0-C11 InvSimpson 36.02321417932953
X16S-B-C11-L4_e0026-B-0-C11 Fisher 25.2257141118508
X16S-B-C11-L4_e0026-B-0-C11 ShannonEffectiveSpecies 64.56783860331032
X16S-B-C11-L5_e0026-A-8-C11 Observed 142
X16S-B-C11-L5_e0026-A-8-C11 Chao1 142
X16S-B-C11-L5_e0026-A-8-C11 se.chao1 0.12455908151850027
X16S-B-C11-L5_e0026-A-8-C11 ACE 142.20906172839506
X16S-B-C11-L5_e0026-A-8-C11 se.ACE 4.956873774143333
X16S-B-C11-L5_e0026-A-8-C11 Shannon 3.7392090304164127
X16S-B-C11-L5_e0026-A-8-C11 Simpson 0.964401205567199
X16S-B-C11-L5_e0026-A-8-C11 InvSimpson 28.090838915561505
X16S-B-C11-L5_e0026-A-8-C11 Fisher 17.60244849026412
X16S-B-C11-L5_e0026-A-8-C11 ShannonEffectiveSpecies 42.0647051007183
X16S-B-C11-L6_e0026-B-8-C11 Observed 76
X16S-B-C11-L6_e0026-B-8-C11 Chao1 76
X16S-B-C11-L6_e0026-B-8-C11 se.chao1 0.09933992677987828
X16S-B-C11-L6_e0026-B-8-C11 ACE 76.53231679563041
X16S-B-C11-L6_e0026-B-8-C11 se.ACE 3.1818605309877075
X16S-B-C11-L6_e0026-B-8-C11 Shannon 2.982347377248599
X16S-B-C11-L6_e0026-B-8-C11 Simpson 0.914762243259394
X16S-B-C11-L6_e0026-B-8-C11 InvSimpson 11.731890165096457
X16S-B-C11-L6_e0026-B-8-C11 Fisher 8.638863309494026
X16S-B-C11-L6_e0026-B-8-C11 ShannonEffectiveSpecies 19.734085661801977
X16S-B-C11-L7_e0026-mix-C11 Observed 120
X16S-B-C11-L7_e0026-mix-C11 Chao1 120
X16S-B-C11-L7_e0026-mix-C11 se.chao1 0.1244780770524138
X16S-B-C11-L7_e0026-mix-C11 ACE 120.31663772910332
X16S-B-C11-L7_e0026-mix-C11 se.ACE 3.974378599596167
X16S-B-C11-L7_e0026-mix-C11 Shannon 3.3514006868485766
X16S-B-C11-L7_e0026-mix-C11 Simpson 0.9348151807298984
X16S-B-C11-L7_e0026-mix-C11 InvSimpson 15.340995207125955
X16S-B-C11-L7_e0026-mix-C11 Fisher 13.233463499212785
X16S-B-C11-L7_e0026-mix-C11 ShannonEffectiveSpecies 28.542685021083184
X16S-B-C12-L3_e0026-A-0-C12 Observed 100
X16S-B-C12-L3_e0026-A-0-C12 Chao1 101
X16S-B-C12-L3_e0026-A-0-C12 se.chao1 2.33674903222489
X16S-B-C12-L3_e0026-A-0-C12 ACE 100.56679815910586
X16S-B-C12-L3_e0026-A-0-C12 se.ACE 2.9561013439100927
X16S-B-C12-L3_e0026-A-0-C12 Shannon 2.9673086819560264
X16S-B-C12-L3_e0026-A-0-C12 Simpson 0.9057345439175805
X16S-B-C12-L3_e0026-A-0-C12 InvSimpson 10.608339911129962
X16S-B-C12-L3_e0026-A-0-C12 Fisher 11.553111983218695
X16S-B-C12-L3_e0026-A-0-C12 ShannonEffectiveSpecies 19.439531169690806
X16S-B-C12-L4_e0026-B-0-C12 Observed 153
X16S-B-C12-L4_e0026-B-0-C12 Chao1 156.75
X16S-B-C12-L4_e0026-B-0-C12 se.chao1 4.208598565314978
X16S-B-C12-L4_e0026-B-0-C12 ACE 155.41714674364093
X16S-B-C12-L4_e0026-B-0-C12 se.ACE 4.971110985899573
X16S-B-C12-L4_e0026-B-0-C12 Shannon 3.2297803031713754
X16S-B-C12-L4_e0026-B-0-C12 Simpson 0.931972199525037
X16S-B-C12-L4_e0026-B-0-C12 InvSimpson 14.69987259646944
X16S-B-C12-L4_e0026-B-0-C12 Fisher 18.21616910043006
X16S-B-C12-L4_e0026-B-0-C12 ShannonEffectiveSpecies 25.274103720535745
X16S-B-C12-L5_e0026-A-8-C12 Observed 69
X16S-B-C12-L5_e0026-A-8-C12 Chao1 69
X16S-B-C12-L5_e0026-A-8-C12 se.chao1 -0
X16S-B-C12-L5_e0026-A-8-C12 ACE 69
X16S-B-C12-L5_e0026-A-8-C12 se.ACE 3.2481879006118413
X16S-B-C12-L5_e0026-A-8-C12 Shannon 2.779364874916937
X16S-B-C12-L5_e0026-A-8-C12 Simpson 0.8885461573039536
X16S-B-C12-L5_e0026-A-8-C12 InvSimpson 8.972324110234313
X16S-B-C12-L5_e0026-A-8-C12 Fisher 7.737691351477033
X16S-B-C12-L5_e0026-A-8-C12 ShannonEffectiveSpecies 16.108786603897396
X16S-B-C12-L6_e0026-B-8-C12 Observed 51
X16S-B-C12-L6_e0026-B-8-C12 Chao1 51
X16S-B-C12-L6_e0026-B-8-C12 se.chao1 0.24753688574416857
X16S-B-C12-L6_e0026-B-8-C12 ACE 51.25110946745562
X16S-B-C12-L6_e0026-B-8-C12 se.ACE 2.78739157484514
X16S-B-C12-L6_e0026-B-8-C12 Shannon 2.273338839833283
X16S-B-C12-L6_e0026-B-8-C12 Simpson 0.7589691065917984
X16S-B-C12-L6_e0026-B-8-C12 InvSimpson 4.148845759395807
X16S-B-C12-L6_e0026-B-8-C12 Fisher 5.508069480927248
X16S-B-C12-L6_e0026-B-8-C12 ShannonEffectiveSpecies 9.711772795430436
X16S-B-C12-L7_e0026-mix-C12 Observed 139
X16S-B-C12-L7_e0026-mix-C12 Chao1 139.42857142857142
X16S-B-C12-L7_e0026-mix-C12 se.chao1 0.9127818533624132
X16S-B-C12-L7_e0026-mix-C12 ACE 139.9521909373919
X16S-B-C12-L7_e0026-mix-C12 se.ACE 5.282138859180494
X16S-B-C12-L7_e0026-mix-C12 Shannon 2.773335170000519
X16S-B-C12-L7_e0026-mix-C12 Simpson 0.8875099140680484
X16S-B-C12-L7_e0026-mix-C12 InvSimpson 8.889672291698021
X16S-B-C12-L7_e0026-mix-C12 Fisher 15.795012764458397
X16S-B-C12-L7_e0026-mix-C12 ShannonEffectiveSpecies 16.011947622755176
X16S-B-C2-L3_e0026-A-0-C2 Observed 75
X16S-B-C2-L3_e0026-A-0-C2 Chao1 75
X16S-B-C2-L3_e0026-A-0-C2 se.chao1 0.16555182695279266
X16S-B-C2-L3_e0026-A-0-C2 ACE 75.34584296095957
X16S-B-C2-L3_e0026-A-0-C2 se.ACE 3.26345242768158
X16S-B-C2-L3_e0026-A-0-C2 Shannon 3.1103509900590853
X16S-B-C2-L3_e0026-A-0-C2 Simpson 0.930117552012579
X16S-B-C2-L3_e0026-A-0-C2 InvSimpson 14.309744847232619
X16S-B-C2-L3_e0026-A-0-C2 Fisher 8.498293344073549
X16S-B-C2-L3_e0026-A-0-C2 ShannonEffectiveSpecies 22.428915345676227
X16S-B-C2-L4_e0026-B-0-C2 Observed 131
X16S-B-C2-L4_e0026-B-0-C2 Chao1 131.25
X16S-B-C2-L4_e0026-B-0-C2 se.chao1 0.7363590852165486
X16S-B-C2-L4_e0026-B-0-C2 ACE 131.56707642746187
X16S-B-C2-L4_e0026-B-0-C2 se.ACE 4.389109119230468
X16S-B-C2-L4_e0026-B-0-C2 Shannon 3.2922824994944526
X16S-B-C2-L4_e0026-B-0-C2 Simpson 0.9316807200521897
X16S-B-C2-L4_e0026-B-0-C2 InvSimpson 14.637156608850526
X16S-B-C2-L4_e0026-B-0-C2 Fisher 15.70998832597803
X16S-B-C2-L4_e0026-B-0-C2 ShannonEffectiveSpecies 26.90420245488139
X16S-B-C2-L5_e0026-A-8-C2 Observed 36
X16S-B-C2-L5_e0026-A-8-C2 Chao1 36
X16S-B-C2-L5_e0026-A-8-C2 se.chao1 -0
X16S-B-C2-L5_e0026-A-8-C2 ACE 36
X16S-B-C2-L5_e0026-A-8-C2 se.ACE 2.074983266331455
X16S-B-C2-L5_e0026-A-8-C2 Shannon 1.832771503470454
X16S-B-C2-L5_e0026-A-8-C2 Simpson 0.7302689271988244
X16S-B-C2-L5_e0026-A-8-C2 InvSimpson 3.707396369335323
X16S-B-C2-L5_e0026-A-8-C2 Fisher 3.6136653137693635
X16S-B-C2-L5_e0026-A-8-C2 ShannonEffectiveSpecies 6.251187861130223
X16S-B-C2-L6_e0026-B-8-C2 Observed 54
X16S-B-C2-L6_e0026-B-8-C2 Chao1 54
X16S-B-C2-L6_e0026-B-8-C2 se.chao1 -0
X16S-B-C2-L6_e0026-B-8-C2 ACE 54
X16S-B-C2-L6_e0026-B-8-C2 se.ACE 1.9245008972987525
X16S-B-C2-L6_e0026-B-8-C2 Shannon 2.8025289034432483
X16S-B-C2-L6_e0026-B-8-C2 Simpson 0.9076206900141776
X16S-B-C2-L6_e0026-B-8-C2 InvSimpson 10.82493471918627
X16S-B-C2-L6_e0026-B-8-C2 Fisher 5.804487413065346
X16S-B-C2-L6_e0026-B-8-C2 ShannonEffectiveSpecies 16.486286323952143
X16S-B-C2-L7_e0026-mix-C2 Observed 154
X16S-B-C2-L7_e0026-mix-C2 Chao1 155
X16S-B-C2-L7_e0026-mix-C2 se.chao1 1.580628703008456
X16S-B-C2-L7_e0026-mix-C2 ACE 155.6515711417268
X16S-B-C2-L7_e0026-mix-C2 se.ACE 4.802052634016274
X16S-B-C2-L7_e0026-mix-C2 Shannon 3.3824983954950136
X16S-B-C2-L7_e0026-mix-C2 Simpson 0.9341550087193649
X16S-B-C2-L7_e0026-mix-C2 InvSimpson 15.187184029502589
X16S-B-C2-L7_e0026-mix-C2 Fisher 17.42203778321487
X16S-B-C2-L7_e0026-mix-C2 ShannonEffectiveSpecies 29.444242657794533
X16S-B-C3-L3_e0026-A-0-C3 Observed 92
X16S-B-C3-L3_e0026-A-0-C3 Chao1 92
X16S-B-C3-L3_e0026-A-0-C3 se.chao1 -0
X16S-B-C3-L3_e0026-A-0-C3 ACE 92
X16S-B-C3-L3_e0026-A-0-C3 se.ACE 3.112038336636561
X16S-B-C3-L3_e0026-A-0-C3 Shannon 3.2440069218898455
X16S-B-C3-L3_e0026-A-0-C3 Simpson 0.925926622188813
X16S-B-C3-L3_e0026-A-0-C3 InvSimpson 13.500126895103929
X16S-B-C3-L3_e0026-A-0-C3 Fisher 10.56019829068085
X16S-B-C3-L3_e0026-A-0-C3 ShannonEffectiveSpecies 25.63623862735287
X16S-B-C3-L4_e0026-B-0-C3 Observed 72
X16S-B-C3-L4_e0026-B-0-C3 Chao1 73
X16S-B-C3-L4_e0026-B-0-C3 se.chao1 2.3334964065650614
X16S-B-C3-L4_e0026-B-0-C3 ACE 72.49788355607731
X16S-B-C3-L4_e0026-B-0-C3 se.ACE 3.693905555893651
X16S-B-C3-L4_e0026-B-0-C3 Shannon 3.1337757489099025
X16S-B-C3-L4_e0026-B-0-C3 Simpson 0.915336912177598
X16S-B-C3-L4_e0026-B-0-C3 InvSimpson 11.811522892924764
X16S-B-C3-L4_e0026-B-0-C3 Fisher 10.14385893436768
X16S-B-C3-L4_e0026-B-0-C3 ShannonEffectiveSpecies 22.960509200094368
X16S-B-C3-L5_e0026-A-8-C3 Observed 49
X16S-B-C3-L5_e0026-A-8-C3 Chao1 49
X16S-B-C3-L5_e0026-A-8-C3 se.chao1 -0
X16S-B-C3-L5_e0026-A-8-C3 ACE 49
X16S-B-C3-L5_e0026-A-8-C3 se.ACE 2.449489742783178
X16S-B-C3-L5_e0026-A-8-C3 Shannon 2.605979834341522
X16S-B-C3-L5_e0026-A-8-C3 Simpson 0.8735317675773614
X16S-B-C3-L5_e0026-A-8-C3 InvSimpson 7.907124032999401
X16S-B-C3-L5_e0026-A-8-C3 Fisher 5.19651853252094
X16S-B-C3-L5_e0026-A-8-C3 ShannonEffectiveSpecies 13.544490159602022
X16S-B-C3-L6_e0026-B-8-C3 Observed 47
X16S-B-C3-L6_e0026-B-8-C3 Chao1 47
X16S-B-C3-L6_e0026-B-8-C3 se.chao1 -0
