sample alphaStat value
X16S-B-D9-L6_e0026-B-8-D9 ACE 42
X16S-B-D9-L6_e0026-B-8-D9 se.ACE 1.6690459207925603
X16S-B-D9-L6_e0026-B-8-D9 Shannon 2.483181471910407
X16S-B-D9-L6_e0026-B-8-D9 Simpson 0.8568406188809118
X16S-B-D9-L6_e0026-B-8-D9 InvSimpson 6.98522159136845
X16S-B-D9-L6_e0026-B-8-D9 Fisher 4.406904869841754
X16S-B-D9-L6_e0026-B-8-D9 ShannonEffectiveSpecies 11.97931571263648
X16S-B-D9-L7_e0026-mix-D9 Observed 47
X16S-B-D9-L7_e0026-mix-D9 Chao1 47
X16S-B-D9-L7_e0026-mix-D9 se.chao1 -0
X16S-B-D9-L7_e0026-mix-D9 ACE 47
X16S-B-D9-L7_e0026-mix-D9 se.ACE 1.913001429190555
X16S-B-D9-L7_e0026-mix-D9 Shannon 2.5724222376376553
X16S-B-D9-L7_e0026-mix-D9 Simpson 0.8917219353897314
X16S-B-D9-L7_e0026-mix-D9 InvSimpson 9.235480922191929
X16S-B-D9-L7_e0026-mix-D9 Fisher 4.752135627148575
X16S-B-D9-L7_e0026-mix-D9 ShannonEffectiveSpecies 13.09751133376173
X16S-B-E1-L3_e0026-A-0-E1 Observed 107
X16S-B-E1-L3_e0026-A-0-E1 Chao1 108.5
X16S-B-E1-L3_e0026-A-0-E1 se.chao1 2.2309904859472387
X16S-B-E1-L3_e0026-A-0-E1 ACE 108.73373493975903
X16S-B-E1-L3_e0026-A-0-E1 se.ACE 3.9103438485139335
X16S-B-E1-L3_e0026-A-0-E1 Shannon 2.823356091326347
X16S-B-E1-L3_e0026-A-0-E1 Simpson 0.8475374223654
X16S-B-E1-L3_e0026-A-0-E1 InvSimpson 6.5589865756871415
X16S-B-E1-L3_e0026-A-0-E1 Fisher 12.038766639598975
X16S-B-E1-L3_e0026-A-0-E1 ShannonEffectiveSpecies 16.83324990271132
X16S-B-E1-L4_e0026-B-0-E1 Observed 85
X16S-B-E1-L4_e0026-B-0-E1 Chao1 85
X16S-B-E1-L4_e0026-B-0-E1 se.chao1 -0
X16S-B-E1-L4_e0026-B-0-E1 ACE 85
X16S-B-E1-L4_e0026-B-0-E1 se.ACE 3.318397912529833
X16S-B-E1-L4_e0026-B-0-E1 Shannon 2.858193850950127
X16S-B-E1-L4_e0026-B-0-E1 Simpson 0.8940141005916269
X16S-B-E1-L4_e0026-B-0-E1 InvSimpson 9.435217378746875
X16S-B-E1-L4_e0026-B-0-E1 Fisher 9.826486438347194
X16S-B-E1-L4_e0026-B-0-E1 ShannonEffectiveSpecies 17.430017280427744
X16S-B-E1-L5_e0026-A-8-E1 Observed 57
X16S-B-E1-L5_e0026-A-8-E1 Chao1 57
X16S-B-E1-L5_e0026-A-8-E1 se.chao1 -0
X16S-B-E1-L5_e0026-A-8-E1 ACE 57
X16S-B-E1-L5_e0026-A-8-E1 se.ACE 2.3169853371636986
X16S-B-E1-L5_e0026-A-8-E1 Shannon 2.4699894757898306
X16S-B-E1-L5_e0026-A-8-E1 Simpson 0.844295002575498
X16S-B-E1-L5_e0026-A-8-E1 InvSimpson 6.422401442091661
X16S-B-E1-L5_e0026-A-8-E1 Fisher 6.094102427061732
X16S-B-E1-L5_e0026-A-8-E1 ShannonEffectiveSpecies 11.822322430385697
X16S-B-E1-L6_e0026-B-8-E1 Observed 22
X16S-B-E1-L6_e0026-B-8-E1 Chao1 22
X16S-B-E1-L6_e0026-B-8-E1 se.chao1 -0
X16S-B-E1-L6_e0026-B-8-E1 ACE 22
X16S-B-E1-L6_e0026-B-8-E1 se.ACE 0.9770084209183945
X16S-B-E1-L6_e0026-B-8-E1 Shannon 1.8054250430990024
X16S-B-E1-L6_e0026-B-8-E1 Simpson 0.7516729452025129
X16S-B-E1-L6_e0026-B-8-E1 InvSimpson 4.026947449666768
X16S-B-E1-L6_e0026-B-8-E1 Fisher 2.076951464417648
X16S-B-E1-L6_e0026-B-8-E1 ShannonEffectiveSpecies 6.0825562477132795
X16S-B-E1-L7_e0026-mix-E1 Observed 136
X16S-B-E1-L7_e0026-mix-E1 Chao1 136
X16S-B-E1-L7_e0026-mix-E1 se.chao1 0.16605279103876786
X16S-B-E1-L7_e0026-mix-E1 ACE 136.2284549092028
X16S-B-E1-L7_e0026-mix-E1 se.ACE 4.183990781839583
X16S-B-E1-L7_e0026-mix-E1 Shannon 3.1985250891410666
X16S-B-E1-L7_e0026-mix-E1 Simpson 0.9166866480500542
X16S-B-E1-L7_e0026-mix-E1 InvSimpson 12.002878009287086
X16S-B-E1-L7_e0026-mix-E1 Fisher 15.45016120354666
X16S-B-E1-L7_e0026-mix-E1 ShannonEffectiveSpecies 24.496373572378218
X16S-B-E10-L3_e0026-A-0-E10 Observed 170
X16S-B-E10-L3_e0026-A-0-E10 Chao1 171
X16S-B-E10-L3_e0026-A-0-E10 se.chao1 1.8170015071356087
X16S-B-E10-L3_e0026-A-0-E10 ACE 171.11491666632264
X16S-B-E10-L3_e0026-A-0-E10 se.ACE 4.649880977552409
X16S-B-E10-L3_e0026-A-0-E10 Shannon 3.775379918354649
X16S-B-E10-L3_e0026-A-0-E10 Simpson 0.9593126967345277
X16S-B-E10-L3_e0026-A-0-E10 InvSimpson 24.577691804131216
X16S-B-E10-L3_e0026-A-0-E10 Fisher 21.15494197131956
X16S-B-E10-L3_e0026-A-0-E10 ShannonEffectiveSpecies 43.61407495613571
X16S-B-E10-L4_e0026-B-0-E10 Observed 301
X16S-B-E10-L4_e0026-B-0-E10 Chao1 301.75
X16S-B-E10-L4_e0026-B-0-E10 se.chao1 1.2556897871692185
X16S-B-E10-L4_e0026-B-0-E10 ACE 301.89024893565755
X16S-B-E10-L4_e0026-B-0-E10 se.ACE 7.7919085299075395
X16S-B-E10-L4_e0026-B-0-E10 Shannon 4.154464667126681
X16S-B-E10-L4_e0026-B-0-E10 Simpson 0.9667497610294004
X16S-B-E10-L4_e0026-B-0-E10 InvSimpson 30.07497181852481
X16S-B-E10-L4_e0026-B-0-E10 Fisher 42.24985008487379
X16S-B-E10-L4_e0026-B-0-E10 ShannonEffectiveSpecies 63.71784515888189
X16S-B-E10-L5_e0026-A-8-E10 Observed 50
X16S-B-E10-L5_e0026-A-8-E10 Chao1 50
X16S-B-E10-L5_e0026-A-8-E10 se.chao1 -0
X16S-B-E10-L5_e0026-A-8-E10 ACE 50
X16S-B-E10-L5_e0026-A-8-E10 se.ACE 1.3856406460551018
X16S-B-E10-L5_e0026-A-8-E10 Shannon 2.521761419402471
X16S-B-E10-L5_e0026-A-8-E10 Simpson 0.8631744567687184
X16S-B-E10-L5_e0026-A-8-E10 InvSimpson 7.3085768664529285
X16S-B-E10-L5_e0026-A-8-E10 Fisher 5.35277282214301
X16S-B-E10-L5_e0026-A-8-E10 ShannonEffectiveSpecies 12.450507926683086
X16S-B-E10-L6_e0026-B-8-E10 Observed 113
X16S-B-E10-L6_e0026-B-8-E10 Chao1 113.75
X16S-B-E10-L6_e0026-B-8-E10 se.chao1 1.422871096267475
X16S-B-E10-L6_e0026-B-8-E10 ACE 114.28639053254437
X16S-B-E10-L6_e0026-B-8-E10 se.ACE 3.6561001823909622
X16S-B-E10-L6_e0026-B-8-E10 Shannon 2.829160089585017
X16S-B-E10-L6_e0026-B-8-E10 Simpson 0.8702328274176055
X16S-B-E10-L6_e0026-B-8-E10 InvSimpson 7.706109180771887
X16S-B-E10-L6_e0026-B-8-E10 Fisher 13.343023428811431
X16S-B-E10-L6_e0026-B-8-E10 ShannonEffectiveSpecies 16.931234130918224
X16S-B-E10-L7_e0026-mix-E10 Observed 148
X16S-B-E10-L7_e0026-mix-E10 Chao1 149
X16S-B-E10-L7_e0026-mix-E10 se.chao1 1.81683649638214
X16S-B-E10-L7_e0026-mix-E10 ACE 149.19458244948086
X16S-B-E10-L7_e0026-mix-E10 se.ACE 4.276364888475699
X16S-B-E10-L7_e0026-mix-E10 Shannon 3.224206247200331
X16S-B-E10-L7_e0026-mix-E10 Simpson 0.9193671534413163
X16S-B-E10-L7_e0026-mix-E10 InvSimpson 12.401893802325466
X16S-B-E10-L7_e0026-mix-E10 Fisher 17.55865111928806
X16S-B-E10-L7_e0026-mix-E10 ShannonEffectiveSpecies 25.133616357737406
X16S-B-E11-L3_e0026-A-0-E11 Observed 208
X16S-B-E11-L3_e0026-A-0-E11 Chao1 215
X16S-B-E11-L3_e0026-A-0-E11 se.chao1 6.654120947307416
X16S-B-E11-L3_e0026-A-0-E11 ACE 210.89424662970816
X16S-B-E11-L3_e0026-A-0-E11 se.ACE 6.069710438864498
X16S-B-E11-L3_e0026-A-0-E11 Shannon 3.6803250548961524
X16S-B-E11-L3_e0026-A-0-E11 Simpson 0.9479452681756584
X16S-B-E11-L3_e0026-A-0-E11 InvSimpson 19.210549453496235
X16S-B-E11-L3_e0026-A-0-E11 Fisher 25.947577627476
X16S-B-E11-L3_e0026-A-0-E11 ShannonEffectiveSpecies 39.65928342184022
X16S-B-E11-L4_e0026-B-0-E11 Observed 114
X16S-B-E11-L4_e0026-B-0-E11 Chao1 114
X16S-B-E11-L4_e0026-B-0-E11 se.chao1 -0
X16S-B-E11-L4_e0026-B-0-E11 ACE 114
X16S-B-E11-L4_e0026-B-0-E11 se.ACE 3.803276519095312
X16S-B-E11-L4_e0026-B-0-E11 Shannon 3.1047099817287944
X16S-B-E11-L4_e0026-B-0-E11 Simpson 0.9137244102193026
X16S-B-E11-L4_e0026-B-0-E11 InvSimpson 11.590763998738057
X16S-B-E11-L4_e0026-B-0-E11 Fisher 14.083015435237456
X16S-B-E11-L4_e0026-B-0-E11 ShannonEffectiveSpecies 22.30274983228685
X16S-B-E11-L5_e0026-A-8-E11 Observed 103
X16S-B-E11-L5_e0026-A-8-E11 Chao1 103
X16S-B-E11-L5_e0026-A-8-E11 se.chao1 0.497566895536651
X16S-B-E11-L5_e0026-A-8-E11 ACE 103.22251614814815
X16S-B-E11-L5_e0026-A-8-E11 se.ACE 3.435612089517067
X16S-B-E11-L5_e0026-A-8-E11 Shannon 3.3091072053759834
X16S-B-E11-L5_e0026-A-8-E11 Simpson 0.9284466521395729
X16S-B-E11-L5_e0026-A-8-E11 InvSimpson 13.975586466626446
X16S-B-E11-L5_e0026-A-8-E11 Fisher 12.05986845495979
X16S-B-E11-L5_e0026-A-8-E11 ShannonEffectiveSpecies 27.360687089955174
X16S-B-E11-L6_e0026-B-8-E11 Observed 84
X16S-B-E11-L6_e0026-B-8-E11 Chao1 84
X16S-B-E11-L6_e0026-B-8-E11 se.chao1 0.0994029797388005
X16S-B-E11-L6_e0026-B-8-E11 ACE 84.33252747464434
X16S-B-E11-L6_e0026-B-8-E11 se.ACE 3.1518218715964617
X16S-B-E11-L6_e0026-B-8-E11 Shannon 3.0905904841637915
X16S-B-E11-L6_e0026-B-8-E11 Simpson 0.9259667170496748
X16S-B-E11-L6_e0026-B-8-E11 InvSimpson 13.507438278415663
X16S-B-E11-L6_e0026-B-8-E11 Fisher 9.615561933635952
X16S-B-E11-L6_e0026-B-8-E11 ShannonEffectiveSpecies 21.990058924419653
X16S-B-E11-L7_e0026-mix-E11 Observed 109
X16S-B-E11-L7_e0026-mix-E11 Chao1 110
X16S-B-E11-L7_e0026-mix-E11 se.chao1 1.81638168462535
X16S-B-E11-L7_e0026-mix-E11 ACE 110.25432051723291
X16S-B-E11-L7_e0026-mix-E11 se.ACE 3.7497105408542635
X16S-B-E11-L7_e0026-mix-E11 Shannon 3.2110219157708033
X16S-B-E11-L7_e0026-mix-E11 Simpson 0.9277976441121111
X16S-B-E11-L7_e0026-mix-E11 InvSimpson 13.849963587791157
X16S-B-E11-L7_e0026-mix-E11 Fisher 12.040863781517208
X16S-B-E11-L7_e0026-mix-E11 ShannonEffectiveSpecies 24.804421306541787
X16S-B-E12-L3_e0026-A-0-E12 Observed 73
X16S-B-E12-L3_e0026-A-0-E12 Chao1 73
X16S-B-E12-L3_e0026-A-0-E12 se.chao1 0.49656353316142077
X16S-B-E12-L3_e0026-A-0-E12 ACE 73.21956823146463
X16S-B-E12-L3_e0026-A-0-E12 se.ACE 2.90312415985141
X16S-B-E12-L3_e0026-A-0-E12 Shannon 2.894537378760047
X16S-B-E12-L3_e0026-A-0-E12 Simpson 0.9209534323846987
X16S-B-E12-L3_e0026-A-0-E12 InvSimpson 12.650770680730071
X16S-B-E12-L3_e0026-A-0-E12 Fisher 8.316051338809038
X16S-B-E12-L3_e0026-A-0-E12 ShannonEffectiveSpecies 18.075137564201057
X16S-B-E12-L4_e0026-B-0-E12 Observed 189
X16S-B-E12-L4_e0026-B-0-E12 Chao1 189.5
X16S-B-E12-L4_e0026-B-0-E12 se.chao1 1.2978950890842946
X16S-B-E12-L4_e0026-B-0-E12 ACE 189.334222601037
X16S-B-E12-L4_e0026-B-0-E12 se.ACE 5.8611192392823765
X16S-B-E12-L4_e0026-B-0-E12 Shannon 3.62567734820202
X16S-B-E12-L4_e0026-B-0-E12 Simpson 0.94986961394798
X16S-B-E12-L4_e0026-B-0-E12 InvSimpson 19.947981229633974
X16S-B-E12-L4_e0026-B-0-E12 Fisher 23.56201669353503
X16S-B-E12-L4_e0026-B-0-E12 ShannonEffectiveSpecies 37.55014907349087
X16S-B-E12-L5_e0026-A-8-E12 Observed 30
X16S-B-E12-L5_e0026-A-8-E12 Chao1 30
X16S-B-E12-L5_e0026-A-8-E12 se.chao1 -0
X16S-B-E12-L5_e0026-A-8-E12 ACE 30
X16S-B-E12-L5_e0026-A-8-E12 se.ACE 2.041241452319315
X16S-B-E12-L5_e0026-A-8-E12 Shannon 2.205488434645016
X16S-B-E12-L5_e0026-A-8-E12 Simpson 0.8240118191544368
X16S-B-E12-L5_e0026-A-8-E12 InvSimpson 5.682199765889624
X16S-B-E12-L5_e0026-A-8-E12 Fisher 3.017327740663033
X16S-B-E12-L5_e0026-A-8-E12 ShannonEffectiveSpecies 9.074682875075048
X16S-B-E12-L6_e0026-B-8-E12 Observed 57
X16S-B-E12-L6_e0026-B-8-E12 Chao1 57
X16S-B-E12-L6_e0026-B-8-E12 se.chao1 -0
X16S-B-E12-L6_e0026-B-8-E12 ACE 57
X16S-B-E12-L6_e0026-B-8-E12 se.ACE 2.6224402724287432
X16S-B-E12-L6_e0026-B-8-E12 Shannon 2.592812047540071
X16S-B-E12-L6_e0026-B-8-E12 Simpson 0.8766504079096135
X16S-B-E12-L6_e0026-B-8-E12 InvSimpson 8.107039375267917
X16S-B-E12-L6_e0026-B-8-E12 Fisher 6.258881050390901
X16S-B-E12-L6_e0026-B-8-E12 ShannonEffectiveSpecies 13.367308307405146
X16S-B-E12-L7_e0026-mix-E12 Observed 145
X16S-B-E12-L7_e0026-mix-E12 Chao1 145.85714285714286
X16S-B-E12-L7_e0026-mix-E12 se.chao1 1.3949778414338345
X16S-B-E12-L7_e0026-mix-E12 ACE 146.71248899315486
X16S-B-E12-L7_e0026-mix-E12 se.ACE 4.954879147292346
X16S-B-E12-L7_e0026-mix-E12 Shannon 2.946280632548117
X16S-B-E12-L7_e0026-mix-E12 Simpson 0.8876229333607678
X16S-B-E12-L7_e0026-mix-E12 InvSimpson 8.898612767766336
X16S-B-E12-L7_e0026-mix-E12 Fisher 16.65216694669326
X16S-B-E12-L7_e0026-mix-E12 ShannonEffectiveSpecies 19.035023655069143
X16S-B-E2-L3_e0026-A-0-E2 Observed 129
X16S-B-E2-L3_e0026-A-0-E2 Chao1 129
X16S-B-E2-L3_e0026-A-0-E2 se.chao1 -0
X16S-B-E2-L3_e0026-A-0-E2 ACE 129
X16S-B-E2-L3_e0026-A-0-E2 se.ACE 4.193017451530247
X16S-B-E2-L3_e0026-A-0-E2 Shannon 3.401393298972661
X16S-B-E2-L3_e0026-A-0-E2 Simpson 0.9324788400643215
X16S-B-E2-L3_e0026-A-0-E2 InvSimpson 14.810172114232214
X16S-B-E2-L3_e0026-A-0-E2 Fisher 15.943523793871895
X16S-B-E2-L3_e0026-A-0-E2 ShannonEffectiveSpecies 30.00587809510666
X16S-B-E2-L4_e0026-B-0-E2 Observed 121
X16S-B-E2-L4_e0026-B-0-E2 Chao1 122.5
X16S-B-E2-L4_e0026-B-0-E2 se.chao1 2.5945390058854816
X16S-B-E2-L4_e0026-B-0-E2 ACE 121.78277894736843
X16S-B-E2-L4_e0026-B-0-E2 se.ACE 4.333252030488386
X16S-B-E2-L4_e0026-B-0-E2 Shannon 2.7443475062237517
X16S-B-E2-L4_e0026-B-0-E2 Simpson 0.8915656405853787
X16S-B-E2-L4_e0026-B-0-E2 InvSimpson 9.222169111326533
X16S-B-E2-L4_e0026-B-0-E2 Fisher 14.571713737471686
X16S-B-E2-L4_e0026-B-0-E2 ShannonEffectiveSpecies 15.554461431046217
X16S-B-E2-L5_e0026-A-8-E2 Observed 120
X16S-B-E2-L5_e0026-A-8-E2 Chao1 120.33333333333333
X16S-B-E2-L5_e0026-A-8-E2 se.chao1 0.9254097258137184
X16S-B-E2-L5_e0026-A-8-E2 ACE 120.69644287774395
X16S-B-E2-L5_e0026-A-8-E2 se.ACE 3.761183720178532
X16S-B-E2-L5_e0026-A-8-E2 Shannon 3.247146269834936
X16S-B-E2-L5_e0026-A-8-E2 Simpson 0.9236785374022956
X16S-B-E2-L5_e0026-A-8-E2 InvSimpson 13.102474270849177
X16S-B-E2-L5_e0026-A-8-E2 Fisher 13.829994176527027
X16S-B-E2-L5_e0026-A-8-E2 ShannonEffectiveSpecies 25.716846161753917
X16S-B-E2-L6_e0026-B-8-E2 Observed 44
X16S-B-E2-L6_e0026-B-8-E2 Chao1 44
X16S-B-E2-L6_e0026-B-8-E2 se.chao1 -0
X16S-B-E2-L6_e0026-B-8-E2 ACE 44
X16S-B-E2-L6_e0026-B-8-E2 se.ACE 2.675647755047534
X16S-B-E2-L6_e0026-B-8-E2 Shannon 2.5593970939566404
X16S-B-E2-L6_e0026-B-8-E2 Simpson 0.8924888006239294
X16S-B-E2-L6_e0026-B-8-E2 InvSimpson 9.301356563812798
X16S-B-E2-L6_e0026-B-8-E2 Fisher 4.728559275326069
X16S-B-E2-L6_e0026-B-8-E2 ShannonEffectiveSpecies 12.928020583692287
X16S-B-E2-L7_e0026-mix-E2 Observed 132
X16S-B-E2-L7_e0026-mix-E2 Chao1 133
X16S-B-E2-L7_e0026-mix-E2 se.chao1 1.8166821870528762
X16S-B-E2-L7_e0026-mix-E2 ACE 133.08447631772694
X16S-B-E2-L7_e0026-mix-E2 se.ACE 4.111168099202056
X16S-B-E2-L7_e0026-mix-E2 Shannon 3.2602034003839973
X16S-B-E2-L7_e0026-mix-E2 Simpson 0.9213190207902887
X16S-B-E2-L7_e0026-mix-E2 InvSimpson 12.709552042237096
X16S-B-E2-L7_e0026-mix-E2 Fisher 15.105142244021238
X16S-B-E2-L7_e0026-mix-E2 ShannonEffectiveSpecies 26.054836167269645
X16S-B-E3-L3_e0026-A-0-E3 Observed 213
X16S-B-E3-L3_e0026-A-0-E3 Chao1 214.66666666666666
X16S-B-E3-L3_e0026-A-0-E3 se.chao1 2.0446279294077736
X16S-B-E3-L3_e0026-A-0-E3 ACE 214.80339988649072
X16S-B-E3-L3_e0026-A-0-E3 se.ACE 6.591076836745332
X16S-B-E3-L3_e0026-A-0-E3 Shannon 3.7921441496854236
X16S-B-E3-L3_e0026-A-0-E3 Simpson 0.9566236588742534
X16S-B-E3-L3_e0026-A-0-E3 InvSimpson 23.054042227790315
X16S-B-E3-L3_e0026-A-0-E3 Fisher 29.564749158825677
X16S-B-E3-L3_e0026-A-0-E3 ShannonEffectiveSpecies 44.351394427159114
X16S-B-E3-L5_e0026-A-8-E3 Observed 109
X16S-B-E3-L5_e0026-A-8-E3 Chao1 109
X16S-B-E3-L5_e0026-A-8-E3 se.chao1 0.1659003790827993
X16S-B-E3-L5_e0026-A-8-E3 ACE 109.21565228000217
X16S-B-E3-L5_e0026-A-8-E3 se.ACE 4.4804268329199495
X16S-B-E3-L5_e0026-A-8-E3 Shannon 3.265489604052852
X16S-B-E3-L5_e0026-A-8-E3 Simpson 0.9326063478848181
X16S-B-E3-L5_e0026-A-8-E3 InvSimpson 14.838192746861525
X16S-B-E3-L5_e0026-A-8-E3 Fisher 13.400998031502686
X16S-B-E3-L5_e0026-A-8-E3 ShannonEffectiveSpecies 26.192932017625402
X16S-B-E3-L6_e0026-B-8-E3 Observed 118
X16S-B-E3-L6_e0026-B-8-E3 Chao1 118.75
X16S-B-E3-L6_e0026-B-8-E3 se.chao1 1.4229122517976256
X16S-B-E3-L6_e0026-B-8-E3 ACE 119.54817662337662
X16S-B-E3-L6_e0026-B-8-E3 se.ACE 3.7110270132579664
X16S-B-E3-L6_e0026-B-8-E3 Shannon 3.281007770610009
X16S-B-E3-L6_e0026-B-8-E3 Simpson 0.9067516876362945
X16S-B-E3-L6_e0026-B-8-E3 InvSimpson 10.724054673500177
X16S-B-E3-L6_e0026-B-8-E3 Fisher 14.666541085180958
X16S-B-E3-L6_e0026-B-8-E3 ShannonEffectiveSpecies 26.602568482272336
X16S-B-E3-L7_e0026-mix-E3 Observed 153
X16S-B-E3-L7_e0026-mix-E3 Chao1 154
X16S-B-E3-L7_e0026-mix-E3 se.chao1 1.816878140120073
X16S-B-E3-L7_e0026-mix-E3 ACE 154.05216545012163
X16S-B-E3-L7_e0026-mix-E3 se.ACE 4.667856779725022
X16S-B-E3-L7_e0026-mix-E3 Shannon 3.375979730498447
X16S-B-E3-L7_e0026-mix-E3 Simpson 0.9186587113424992
X16S-B-E3-L7_e0026-mix-E3 InvSimpson 12.293879486107533
X16S-B-E3-L7_e0026-mix-E3 Fisher 18.571079364696182
X16S-B-E3-L7_e0026-mix-E3 ShannonEffectiveSpecies 29.25292973371597
X16S-B-E4-L3_e0026-A-0-E4 Observed 228
X16S-B-E4-L3_e0026-A-0-E4 Chao1 228.375
X16S-B-E4-L3_e0026-A-0-E4 se.chao1 0.8265041298986545
X16S-B-E4-L3_e0026-A-0-E4 ACE 228.75263999417703
X16S-B-E4-L3_e0026-A-0-E4 se.ACE 6.67629113765361
X16S-B-E4-L3_e0026-A-0-E4 Shannon 3.6949682078828823
X16S-B-E4-L3_e0026-A-0-E4 Simpson 0.952753312736651
X16S-B-E4-L3_e0026-A-0-E4 InvSimpson 21.16550509512094
X16S-B-E4-L3_e0026-A-0-E4 Fisher 29.114500425993217
X16S-B-E4-L3_e0026-A-0-E4 ShannonEffectiveSpecies 40.24429311635312
X16S-B-E4-L4_e0026-B-0-E4 Observed 134
X16S-B-E4-L4_e0026-B-0-E4 Chao1 136.5
X16S-B-E4-L4_e0026-B-0-E4 se.chao1 3.160467230260917
X16S-B-E4-L4_e0026-B-0-E4 ACE 136.48754673066225
X16S-B-E4-L4_e0026-B-0-E4 se.ACE 4.564778325363491
X16S-B-E4-L4_e0026-B-0-E4 Shannon 3.2171425640172515
X16S-B-E4-L4_e0026-B-0-E4 Simpson 0.9197203159880621
X16S-B-E4-L4_e0026-B-0-E4 InvSimpson 12.456451620453521
X16S-B-E4-L4_e0026-B-0-E4 Fisher 16.792089573363477
X16S-B-E4-L4_e0026-B-0-E4 ShannonEffectiveSpecies 24.95670600945434
X16S-B-E4-L5_e0026-A-8-E4 Observed 105
X16S-B-E4-L5_e0026-A-8-E4 Chao1 106.5
X16S-B-E4-L5_e0026-A-8-E4 se.chao1 2.5940071779847913
X16S-B-E4-L5_e0026-A-8-E4 ACE 106.09106365181972
X16S-B-E4-L5_e0026-A-8-E4 se.ACE 3.892459395479081
X16S-B-E4-L5_e0026-A-8-E4 Shannon 3.073627835250318
X16S-B-E4-L5_e0026-A-8-E4 Simpson 0.9257271139909653
X16S-B-E4-L5_e0026-A-8-E4 InvSimpson 13.463863513777536
X16S-B-E4-L5_e0026-A-8-E4 Fisher 12.260639163505548
X16S-B-E4-L5_e0026-A-8-E4 ShannonEffectiveSpecies 21.62019507898881
X16S-B-E4-L6_e0026-B-8-E4 Observed 39
X16S-B-E4-L6_e0026-B-8-E4 Chao1 39
X16S-B-E4-L6_e0026-B-8-E4 se.chao1 -0
X16S-B-E4-L6_e0026-B-8-E4 ACE 39
X16S-B-E4-L6_e0026-B-8-E4 se.ACE 1.377474463442389
X16S-B-E4-L6_e0026-B-8-E4 Shannon 2.5873820630232096
X16S-B-E4-L6_e0026-B-8-E4 Simpson 0.8995111450176954
X16S-B-E4-L6_e0026-B-8-E4 InvSimpson 9.951352318384892
X16S-B-E4-L6_e0026-B-8-E4 Fisher 4.0455968424617375
X16S-B-E4-L6_e0026-B-8-E4 ShannonEffectiveSpecies 13.294920739810033
X16S-B-E4-L7_e0026-mix-E4 Observed 137
X16S-B-E4-L7_e0026-mix-E4 Chao1 137
X16S-B-E4-L7_e0026-mix-E4 se.chao1 -0
X16S-B-E4-L7_e0026-mix-E4 ACE 137
X16S-B-E4-L7_e0026-mix-E4 se.ACE 4.2167549013204715
X16S-B-E4-L7_e0026-mix-E4 Shannon 3.3789378623540447
X16S-B-E4-L7_e0026-mix-E4 Simpson 0.9232068576430266
X16S-B-E4-L7_e0026-mix-E4 InvSimpson 13.021996096363573
X16S-B-E4-L7_e0026-mix-E4 Fisher 15.845891401834995
X16S-B-E4-L7_e0026-mix-E4 ShannonEffectiveSpecies 29.339591872853
X16S-B-E5-L3_e0026-A-0-E5 Observed 199
X16S-B-E5-L3_e0026-A-0-E5 Chao1 199
X16S-B-E5-L3_e0026-A-0-E5 se.chao1 -0
X16S-B-E5-L3_e0026-A-0-E5 ACE 199
X16S-B-E5-L3_e0026-A-0-E5 se.ACE 5.182110704798183
X16S-B-E5-L3_e0026-A-0-E5 Shannon 3.7095282245389773
X16S-B-E5-L3_e0026-A-0-E5 Simpson 0.9435204542839117
X16S-B-E5-L3_e0026-A-0-E5 InvSimpson 17.7055248465844
X16S-B-E5-L3_e0026-A-0-E5 Fisher 25.91502491139082
X16S-B-E5-L3_e0026-A-0-E5 ShannonEffectiveSpecies 40.834537249325045
X16S-B-E5-L4_e0026-B-0-E5 Observed 156
X16S-B-E5-L4_e0026-B-0-E5 Chao1 157.2
X16S-B-E5-L4_e0026-B-0-E5 se.chao1 1.8405962083074126
X16S-B-E5-L4_e0026-B-0-E5 ACE 157.50645119230222
X16S-B-E5-L4_e0026-B-0-E5 se.ACE 4.888806174563351
X16S-B-E5-L4_e0026-B-0-E5 Shannon 3.588062165153595
X16S-B-E5-L4_e0026-B-0-E5 Simpson 0.9528844106810793
X16S-B-E5-L4_e0026-B-0-E5 InvSimpson 21.224397581681526
X16S-B-E5-L4_e0026-B-0-E5 Fisher 19.57183845845745
X16S-B-E5-L4_e0026-B-0-E5 ShannonEffectiveSpecies 36.16392826076593
X16S-B-E5-L5_e0026-A-8-E5 Observed 133
X16S-B-E5-L5_e0026-A-8-E5 Chao1 133
X16S-B-E5-L5_e0026-A-8-E5 se.chao1 0.07115953630527126
X16S-B-E5-L5_e0026-A-8-E5 ACE 133.30618307542548
X16S-B-E5-L5_e0026-A-8-E5 se.ACE 4.552424338110009
X16S-B-E5-L5_e0026-A-8-E5 Shannon 3.372904229312696
X16S-B-E5-L5_e0026-A-8-E5 Simpson 0.9319372411219329
X16S-B-E5-L5_e0026-A-8-E5 InvSimpson 14.692322445986601
X16S-B-E5-L5_e0026-A-8-E5 Fisher 16.290804143358233
X16S-B-E5-L5_e0026-A-8-E5 ShannonEffectiveSpecies 29.163100519366537
X16S-B-E5-L6_e0026-B-8-E5 Observed 72
X16S-B-E5-L6_e0026-B-8-E5 Chao1 72
X16S-B-E5-L6_e0026-B-8-E5 se.chao1 0.12412890924805194
X16S-B-E5-L6_e0026-B-8-E5 ACE 72.50386891215292
X16S-B-E5-L6_e0026-B-8-E5 se.ACE 2.7941002077511667
